Taxon	0_0_1_Bulk	0_0_1_Rhizo	0_0_2_Bulk	0_0_2_Rhizo	0_0_3_Bulk	0_0_3_Rhizo	0_0_4_Bulk	0_0_4_Rhizo	0_0_5_Bulk	0_0_5_Rhizo	0_0_6_Bulk	0_0_6_Rhizo	0_CEN_1_Bulk	0_CEN_1_Rhizo	0_CEN_2_Bulk	0_CEN_2_Rhizo	0_CEN_3_Bulk	0_CEN_3_Rhizo	0_CEN_4_Bulk	0_CEN_4_Rhizo	0_CEN_5_Bulk	0_CEN_5_Rhizo	0_CEN_6_Bulk	0_CEN_6_Rhizo	0_CE_1_Bulk	0_CE_1_Rhizo	0_CE_2_Bulk	0_CE_2_Rhizo	0_CE_3_Bulk	0_CE_3_Rhizo	0_CE_4_Bulk	0_CE_4_Rhizo	0_CE_5_Bulk	0_CE_5_Rhizo	0_CE_6_Bulk	0_CE_6_Rhizo	0_CN_1_Bulk	0_CN_1_Rhizo	0_CN_2_Bulk	0_CN_2_Rhizo	0_CN_3_Bulk	0_CN_3_Rhizo	0_CN_4_Bulk	0_CN_4_Rhizo	0_CN_5_Bulk	0_CN_5_Rhizo	0_CN_6_Bulk	0_CN_6_Rhizo	0_C_1_Bulk	0_C_1_Rhizo	0_C_2_Bulk	0_C_2_Rhizo	0_C_3_Bulk	0_C_3_Rhizo	0_C_4_Bulk	0_C_4_Rhizo	0_C_5_Bulk	0_C_5_Rhizo	0_C_6_Bulk	0_C_6_Rhizo	0_EN_1_Bulk	0_EN_1_Rhizo	0_EN_2_Bulk	0_EN_2_Rhizo	0_EN_3_Bulk	0_EN_3_Rhizo	0_EN_4_Bulk	0_EN_4_Rhizo	0_EN_5_Bulk	0_EN_5_Rhizo	0_EN_6_Bulk	0_EN_6_Rhizo	0_E_1_Bulk	0_E_1_Rhizo	0_E_2_Bulk	0_E_2_Rhizo	0_E_3_Bulk	0_E_3_Rhizo	0_E_4_Bulk	0_E_4_Rhizo	0_E_5_Bulk	0_E_5_Rhizo	0_E_6_Bulk	0_E_6_Rhizo	0_N_1_Bulk	0_N_1_Rhizo	0_N_2_Bulk	0_N_2_Rhizo	0_N_3_Bulk	0_N_3_Rhizo	0_N_4_Bulk	0_N_4_Rhizo	0_N_5_Bulk	0_N_5_Rhizo	0_N_6_Bulk	0_N_6_Rhizo	PHE_0_1_Bulk	PHE_0_1_Rhizo	PHE_0_2_Bulk	PHE_0_2_Rhizo	PHE_0_3_Bulk	PHE_0_3_Rhizo	PHE_0_4_Bulk	PHE_0_4_Rhizo	PHE_0_5_Bulk	PHE_0_5_Rhizo	PHE_0_6_Bulk	PHE_0_6_Rhizo	PHE_CEN_1_Bulk	PHE_CEN_1_Rhizo	PHE_CEN_2_Bulk	PHE_CEN_2_Rhizo	PHE_CEN_3_Bulk	PHE_CEN_3_Rhizo	PHE_CEN_4_Bulk	PHE_CEN_5_Bulk	PHE_CEN_5_Rhizo	PHE_CEN_6_Bulk	PHE_CEN_6_Rhizo	PHE_CE_1_Bulk	PHE_CE_1_Rhizo	PHE_CE_2_Bulk	PHE_CE_2_Rhizo	PHE_CE_3_Bulk	PHE_CE_3_Rhizo	PHE_CE_4_Bulk	PHE_CE_4_Rhizo	PHE_CE_5_Bulk	PHE_CE_5_Rhizo	PHE_CE_6_Bulk	PHE_CE_6_Rhizo	PHE_CN_1_Bulk	PHE_CN_1_Rhizo	PHE_CN_2_Bulk	PHE_CN_2_Rhizo	PHE_CN_3_Bulk	PHE_CN_3_Rhizo	PHE_CN_4_Bulk	PHE_CN_4_Rhizo	PHE_CN_5_Bulk	PHE_CN_5_Rhizo	PHE_CN_6_Bulk	PHE_CN_6_Rhizo	PHE_C_1_Bulk	PHE_C_1_Rhizo	PHE_C_2_Bulk	PHE_C_2_Rhizo	PHE_C_3_Bulk	PHE_C_3_Rhizo	PHE_C_4_Bulk	PHE_C_4_Rhizo	PHE_C_5_Bulk	PHE_C_5_Rhizo	PHE_C_6_Bulk	PHE_C_6_Rhizo	PHE_EN_1_Bulk	PHE_EN_1_Rhizo	PHE_EN_2_Bulk	PHE_EN_2_Rhizo	PHE_EN_3_Bulk	PHE_EN_3_Rhizo	PHE_EN_4_Bulk	PHE_EN_4_Rhizo	PHE_EN_5_Bulk	PHE_EN_5_Rhizo	PHE_EN_6_Bulk	PHE_EN_6_Rhizo	PHE_E_1_Bulk	PHE_E_1_Rhizo	PHE_E_2_Bulk	PHE_E_2_Rhizo	PHE_E_3_Bulk	PHE_E_3_Rhizo	PHE_E_4_Bulk	PHE_E_4_Rhizo	PHE_E_5_Bulk	PHE_E_5_Rhizo	PHE_E_6_Bulk	PHE_E_6_Rhizo	PHE_N_1_Bulk	PHE_N_1_Rhizo	PHE_N_2_Bulk	PHE_N_2_Rhizo	PHE_N_3_Bulk	PHE_N_3_Rhizo	PHE_N_4_Bulk	PHE_N_4_Rhizo	PHE_N_5_Bulk	PHE_N_5_Rhizo	PHE_N_6_Bulk	PHE_N_6_Rhizo
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000315574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139344	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Frankia	0	0	0.00092623	0	0	0.002329918	0.001106557	0	0	0	0	0.000559426	0	0	0	0	0	0	0	0	0	0.000504098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000983607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002229508	0	0	0	0.0005	0	0	0	0	0	0	0.000727459	0.000920082	0	0	0	0.002479508	0.000754098	0	0	0	0	0	0	0	0	0	0.00095082	0	0	0	0	0	0.000633197	0.001352459	0	0	0.001090164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000821721	0.000862705	0.000375	0	0	0	0	0	0	0.000670082	0.000711066	0	0.001631148	0	0	0	0	0	0	0.001084016	0.000461066	0	0.001559426	0	0	0	0	0	0	0	0	0	0.001536885	0	0	0	0	0	0	0	0	0.001137295	0	0	0	0	0	0	0.000563525	0	0	0	0	0	0	0	0	0	0	0	0	0.000405738	0	0	0.00119877	0	0	0	0	0.000985656	0	0	0.00102459	0	0.001231557
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__FrankialesOR;g__FrankialesOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000305328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001897541	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Antricoccus	0	0	0	0	0	0	0	0	0	0	0.000133197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000618852	0	0	0	0	0	0.000334016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000241803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000680328	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus	0	0	0	0	0	0	0	0	0	0	0.000192623	0	0	0	0	0	0	0	0	0	0	0	0.000745902	0	0	0	0	0	0	0	0	0	0.002086066	0	0.002106557	0	0	0	0.001938525	0	0	0.000569672	0	0	0	0	0	0	0	0.000764344	0	0	0	0	0	0	0	0	0.000733607	0	0.001420082	0	0	0	0	0	0	0	0	0.000565574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001147541	0	0	0.001528689	0.001743852	0	0.003217213	0	0	0	0	0	0	0	0	0	0	0	0	0.002356557	0.000370902	0	0	0.000735656	0	0	0	0.000737705	0	0	0	0.000381148	0	0.00060041	0	0.001034836	0	0	0	0	0	0	0	0.000346311	0	0	0	0	0	0	0	0	0	0	0	0.001223361	0	0	0	0	0	0	0	0	0	0	0	0.000803279	0	0	0.000428279	0.001795082	0.000520492	0	0	0	0	0	0	0.003715164	0	0	0	0	0	0	0	0	0	0.001288934	0	0.002684426	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Geodermatophilus	0	0	0.001129098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000745902	0	0.000776639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440574	0	0	0	0	0	0	0	0.001655738	0	0	0	0	0	0	0	0	0	0.00067418	0	0.000864754	0	0	0	0	0	0	0	0	0	0.000694672	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000598361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000936475	0	0	0	0	0	0	0	0	0	0	0.000313525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000965164	0.000405738	0	0	0	0	0.000596311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001903689	0	0	0.000602459
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Klenkia	0	0	0	0	0	0	0	0	0	0	0	0	0.002118852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Modestobacter	0	0	0	0	0	0	0	0	0	0	0.00035041	0	0	0	0.000891393	0	0	0.00130123	0	0	0	0	0	0	0	0.000682377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000971311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000915984	0	0	0.001637295	0.001086066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00089959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001506148	0	0.001608607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120082	0	0	0	0	0	0	0	0.00152459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314959	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae;g__Nakamurella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000983607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Longivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000459016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Sporichthya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000393443	0	0	0	0	0	0	0	0	0.000645492	0.00082377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002155738	0	0	0	0	0	0	0	0	0	0.000741803	0.000305328	0.00114959	0	0.000793033	0	0	0	0	0	0	0	0.000729508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001311475	0	0	0	0	0	0	0	0	0	0.001086066	0	0	0	0	0	0	0	0	0.001397541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000743852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000647541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Angustibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202869	0	0	0	0	0	0	0	0	0	0	0.000422131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Kineosporia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001536885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001706967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000846311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Quadrisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003938525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000877049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002192623	0.001286885	0	0	0	0	0.001375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__KineosporialesOR;g__KineosporialesOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000854508	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069877	0.002756148	0	0	0	0	0	0	0	0	0	0	0.000928279	0	0	0	0	0	0	0	0.000221311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145082	0.000295082	0	0	0	0.000405738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00257582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001981557	0	0	0	0	0	0	0	0	0	0.001696721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002315574	0	0	0	0	0	0	0	0	0	0	0	0.000704918	0.000418033	0.000192623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Bogoriellaceae;g__Georgenia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000946721	0.00047541	0	0.000741803	0	0	0	0	0	0	0	0.001834016	0.00235041	0	0	0	0	0	0	0	0	0	0	0	0.000690574	0.001561475	0.000977459	0	0	0	0	0	0	0	0	0.000922131	0.000946721	0	0	0	0	0	0	0	0	0	0	0	0.004106557	0	0	0	0	0	0	0	0	0	0	0.002161885	0.001588115	0	0	0	0	0	0	0	0	0	0	0.002719262	0.001389344	0	0.001680328	0	0	0	0	0	0	0	0	0.001594262	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Actinotalea	0	0	0.001688525	0.001043033	0	0.00264959	0	0	0.002012295	0	0	0.000885246	0	0.003459016	0	0	0.002540984	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.001461066	0	0	0	0.002522541	0.002122951	0	0	0	0	0	0.001743852	0	0	0	0.001159836	0	0	0	0	0	0	0	0	0	0	0.001754098	0	0	0	0	0.001739754	0.001717213	0	0	0	0	0.000985656	0	0.001618852	0.001262295	0	0	0	0.001309426	0	0	0	0	0.001313525	0.001663934	0.002633197	0	0.00314959	0.004415984	0.002190574	0.001489754	0	0	0	0	0	0	0.001122951	0	0	0.002893443	0	0	0	0.002430328	0	0.001329918	0	0	0.001608607	0	0	0.001831967	0	0	0	0	0.001106557	0.001196721	0	0.001252049	0	0	0	0	0	0.001057377	0	0	0.00102459	0	0	0.001114754	0	0	0	0.001620902	0	0.00305123	0	0.001543033	0.000555328	0	0.001532787	0	0	0	0	0.003178279	0.002760246	0.00092623	0	0	0.003891393	0	0	0.000956967	0	0	0	0.001493852	0	0	0	0	0	0.00082582	0	0	0	0	0.001485656	0	0	0	0	0.001864754	0.000682377	0	0.001188525	0.001596311	0	0	0	0	0	0	0	0.002280738	0.001872951	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas	0	0	0	0.001338115	0	0	0	0	0	0	0	0	0	0.008959016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001026639	0	0	0	0	0.001375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000366803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Demequinaceae;g__Demequina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001489754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Intrasporangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00130123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Knoellia	0	0	0	0	0	0	0	0	0	0	0.001682377	0	0	0	0	0.00142623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002028689	0	0.00130123	0	0	0	0.002315574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002377049	0	0	0	0	0	0	0.002127049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001737705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
