Taxon	0_0_1_Bulk	0_0_1_Rhizo	0_0_2_Bulk	0_0_2_Rhizo	0_0_3_Bulk	0_0_3_Rhizo	0_0_4_Bulk	0_0_4_Rhizo	0_0_5_Bulk	0_0_5_Rhizo	0_0_6_Bulk	0_0_6_Rhizo	0_CEN_1_Bulk	0_CEN_1_Rhizo	0_CEN_2_Bulk	0_CEN_2_Rhizo	0_CEN_3_Bulk	0_CEN_3_Rhizo	0_CEN_4_Bulk	0_CEN_4_Rhizo	0_CEN_5_Bulk	0_CEN_5_Rhizo	0_CEN_6_Bulk	0_CEN_6_Rhizo	0_CE_1_Bulk	0_CE_1_Rhizo	0_CE_2_Bulk	0_CE_2_Rhizo	0_CE_3_Bulk	0_CE_3_Rhizo	0_CE_4_Bulk	0_CE_4_Rhizo	0_CE_5_Bulk	0_CE_5_Rhizo	0_CE_6_Bulk	0_CE_6_Rhizo	0_CN_1_Bulk	0_CN_1_Rhizo	0_CN_2_Bulk	0_CN_2_Rhizo	0_CN_3_Bulk	0_CN_3_Rhizo	0_CN_4_Bulk	0_CN_4_Rhizo	0_CN_5_Bulk	0_CN_5_Rhizo	0_CN_6_Bulk	0_CN_6_Rhizo	0_C_1_Bulk	0_C_1_Rhizo	0_C_2_Bulk	0_C_2_Rhizo	0_C_3_Bulk	0_C_3_Rhizo	0_C_4_Bulk	0_C_4_Rhizo	0_C_5_Bulk	0_C_5_Rhizo	0_C_6_Bulk	0_C_6_Rhizo	0_EN_1_Bulk	0_EN_1_Rhizo	0_EN_2_Bulk	0_EN_2_Rhizo	0_EN_3_Bulk	0_EN_3_Rhizo	0_EN_4_Bulk	0_EN_4_Rhizo	0_EN_5_Bulk	0_EN_5_Rhizo	0_EN_6_Bulk	0_EN_6_Rhizo	0_E_1_Bulk	0_E_1_Rhizo	0_E_2_Bulk	0_E_2_Rhizo	0_E_3_Bulk	0_E_3_Rhizo	0_E_4_Bulk	0_E_4_Rhizo	0_E_5_Bulk	0_E_5_Rhizo	0_E_6_Bulk	0_E_6_Rhizo	0_N_1_Bulk	0_N_1_Rhizo	0_N_2_Bulk	0_N_2_Rhizo	0_N_3_Bulk	0_N_3_Rhizo	0_N_4_Bulk	0_N_4_Rhizo	0_N_5_Bulk	0_N_5_Rhizo	0_N_6_Bulk	0_N_6_Rhizo	PHE_0_1_Bulk	PHE_0_1_Rhizo	PHE_0_2_Bulk	PHE_0_2_Rhizo	PHE_0_3_Bulk	PHE_0_3_Rhizo	PHE_0_4_Bulk	PHE_0_4_Rhizo	PHE_0_5_Bulk	PHE_0_5_Rhizo	PHE_0_6_Bulk	PHE_0_6_Rhizo	PHE_CEN_1_Bulk	PHE_CEN_1_Rhizo	PHE_CEN_2_Bulk	PHE_CEN_2_Rhizo	PHE_CEN_3_Bulk	PHE_CEN_3_Rhizo	PHE_CEN_4_Bulk	PHE_CEN_5_Bulk	PHE_CEN_5_Rhizo	PHE_CEN_6_Bulk	PHE_CEN_6_Rhizo	PHE_CE_1_Bulk	PHE_CE_1_Rhizo	PHE_CE_2_Bulk	PHE_CE_2_Rhizo	PHE_CE_3_Bulk	PHE_CE_3_Rhizo	PHE_CE_4_Bulk	PHE_CE_4_Rhizo	PHE_CE_5_Bulk	PHE_CE_5_Rhizo	PHE_CE_6_Bulk	PHE_CE_6_Rhizo	PHE_CN_1_Bulk	PHE_CN_1_Rhizo	PHE_CN_2_Bulk	PHE_CN_2_Rhizo	PHE_CN_3_Bulk	PHE_CN_3_Rhizo	PHE_CN_4_Bulk	PHE_CN_4_Rhizo	PHE_CN_5_Bulk	PHE_CN_5_Rhizo	PHE_CN_6_Bulk	PHE_CN_6_Rhizo	PHE_C_1_Bulk	PHE_C_1_Rhizo	PHE_C_2_Bulk	PHE_C_2_Rhizo	PHE_C_3_Bulk	PHE_C_3_Rhizo	PHE_C_4_Bulk	PHE_C_4_Rhizo	PHE_C_5_Bulk	PHE_C_5_Rhizo	PHE_C_6_Bulk	PHE_C_6_Rhizo	PHE_EN_1_Bulk	PHE_EN_1_Rhizo	PHE_EN_2_Bulk	PHE_EN_2_Rhizo	PHE_EN_3_Bulk	PHE_EN_3_Rhizo	PHE_EN_4_Bulk	PHE_EN_4_Rhizo	PHE_EN_5_Bulk	PHE_EN_5_Rhizo	PHE_EN_6_Bulk	PHE_EN_6_Rhizo	PHE_E_1_Bulk	PHE_E_1_Rhizo	PHE_E_2_Bulk	PHE_E_2_Rhizo	PHE_E_3_Bulk	PHE_E_3_Rhizo	PHE_E_4_Bulk	PHE_E_4_Rhizo	PHE_E_5_Bulk	PHE_E_5_Rhizo	PHE_E_6_Bulk	PHE_E_6_Rhizo	PHE_N_1_Bulk	PHE_N_1_Rhizo	PHE_N_2_Bulk	PHE_N_2_Rhizo	PHE_N_3_Bulk	PHE_N_3_Rhizo	PHE_N_4_Bulk	PHE_N_4_Rhizo	PHE_N_5_Bulk	PHE_N_5_Rhizo	PHE_N_6_Bulk	PHE_N_6_Rhizo
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__R7C24;f__R7C24OR;g__R7C24OR	0.001329918	0	0.001446721	0.000381148	0.00219877	0.001547131	0.000790984	0	0	0.000907787	0.001856557	0.002110656	0.001081967	0	0	0.000510246	0.001235656	0.000616803	0	0.000827869	0.004870902	0.002354508	0	0	0.001643443	0	0	0.000442623	0.002254098	0.000543033	0.002254098	0.000340164	0	0.002483607	0	0.000907787	0.014590164	0.005254098	0.000385246	0	0	0.000489754	0	0.000233607	0.004540984	0.003362705	0.002422131	0.000713115	0	0.000651639	0.00477459	0.00067418	0.000194672	0.003209016	0.001471311	0.000997951	0.004456967	0.005866803	0.000270492	0.000647541	0.000967213	0.002362705	0.001106557	0.002086066	0.002809426	0	0.00275	0	0	0.000262295	0.000604508	0	0.000739754	0.001618852	0.003694672	0.001370902	0	0	0	0.002678279	0	0.003022541	0.001143443	0.001487705	0.002379098	0.001077869	0	0.005629098	0	0.001758197	0	0.002661885	0	0	0.000221311	0.00179918	0.00182582	0.000889344	0.003258197	0.002747951	0.000567623	0.000596311	0.001239754	0.000622951	0.00047541	0.001022541	0.000983607	0.001303279	0.003510246	0.000147541	0.001375	0	0.002547131	0.000776639	0	0.036334016	0.002354508	0.000516393	0.000319672	0.003895492	0.001188525	0	0.001252049	0	0.003629098	0.000897541	0.000852459	0.001241803	0.005770492	0.003706967	0.001385246	0.006897541	0.002008197	0	0.000985656	0.006514344	0	0.004393443	0.005768443	0.002940574	0.010395492	0.00414959	0.002020492	0	0.003516393	0.008321721	0	0.000844262	0.002711066	0.000770492	0.001602459	0.003145492	0	0	0.002834016	0.003131148	0.000907787	0.000836066	0	0	0.000928279	0	0.002036885	0.000670082	0.000577869	0.000514344	0	0.00225	0.00079918	0.001694672	0.000907787	0.002237705	0.000657787	0.001940574	0.002836066	0.004368852	0.005219262	0.000946721	0.000934426	0	0.001643443	0.000543033	0.008987705	0.002489754	0.001817623	0.004852459	0.001311475	0	0	0.000297131	0.003020492
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__S1-3-65;f__S1-3-65OR;g__S1-3-65OR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000389344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SBYH-1030;f__SBYH-1030OR;g__SBYH-1030OR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SS1-B-04-55;f__SS1-B-04-55OR;g__SS1-B-04-55OR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SS1-B-09-64;f__SS1-B-09-64OR;g__SS1-B-09-64OR	0	0	0	0	0	0.002366803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202869	0	0	0	0.000151639	0	0	0.000331967	0	0	0	0	0.000194672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052459	0	0	0	0	0	0.001538934	0	0	0	0	0	0	0	0	0.000493852	0	0	0	0	0	0	0.000459016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Algiphilaceae;g__Algiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;g__Alkanibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.15E-05	0	0	0	0	0.000418033	0	0	0	0	0	0	0	0	0	0	0	0	0.000331967	0	0	0	0	0	0	0	0	0	0	0	0.000125	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348361	0.000215164	0	0.000241803	0	0	0	0	0	0	0	0	0	0	0	5.94E-05	0	0	0	0	0	0	0	0	0	0	0.000276639	0	0	0	0	0	9.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001192623	0	0	0	0	0	0	0	0	5.33E-05	0	0	0	0	0	0	0	0	0	0	0.000536885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000338115	0.000327869	0	0	0	0	0	0.000184426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020082	0	0.00020082	0	0	0	0.000569672	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;g__Fontimonas	0.001063525	0	0	0	0	0	0	0	0.000178279	0	0	0.000186475	0	0.000381148	0	0.000284836	0	0	0	0	0	0	0	0	0	0	0	0.000309426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000454918	0	0.000213115	0	0	0	0.001202869	0	0	0	0.000219262	0	0	0	0	0.000795082	0	0	0	0	0	0	0.000118852	0	0	0	0	0	0	0	0.004786885	0	0.000260246	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122951	0	0	0	0	0	0	0	0	0	0.000680328	0	0	0	0	0	0	0	0.000555328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000571721	0	0	0	0	0	0.000264344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097541	0.000485656	0	0	0	0	0	0	0	0	0	0	0	0.000602459	0	0	0	0	0	0	0	0	0	0	0	0.000407787	0	0	0.00097541	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;g__Nevskia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011108607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009762295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001737705	0	0	0	0	0	0	0	0	0	0	0	0	0.00277459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;g__Panacagrimonas	0	0	0.039577869	0.002030738	0	0	0	0.000487705	0	0	0	0	0.003442623	0.00257582	0.002418033	0.003036885	0.00082582	0	0	0	0	0	0	0	0.001192623	0.000534836	0.001239754	0.00947541	0	0.001702869	0	0	0	0	0	0	0.004731557	0.003831967	0	0.004997951	0	0	0	0	0	0	0	0	0.001012295	0	0	0.001930328	0	0	0	0	0	0	0	0	0	0.003397541	0.007268443	0	0	0	0	0	0	0	0	0	0	0	0.001362705	0.007555328	0	0	0	0	0	0	0	0	0.0015	0.001879098	0.008940574	0.006842213	0	0.001596311	0	0	0	0	0.000514344	0	0.001104508	0	0.001561475	0.001981557	0.001491803	0.003696721	0.00117623	0	0	0	0	0	0.001180328	0.003495902	0	0	0	0.001245902	0	0	7.99E-05	0	0	0	0.000504098	0.00505123	0.001606557	0	0	0	0	0	0	0.000729508	0	0.000885246	0.002264344	0.005461066	0.000504098	0.000864754	0.000872951	0	0	0	0	6.15E-05	0	0.001094262	0.001135246	0.011258197	0	0.001459016	0	0	0	0	0	0	0	0.002002049	0.000629098	0.001706967	0.001922131	0	0	0	0	0	0	0	0	0.001295082	0.003434426	0.011752049	0	0.002686475	0	0	0	0	0	0	0	0.009004098	0.00142418	0.002905738	0	0.003067623	0.001872951	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;g__Solimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;g__uncultured-Solimonadaceae	0.001461066	0	0.00844877	0.005543033	0.004872951	0	0.000266393	0.000221311	0	0.000338115	0	0.000395492	0	0.000690574	0.001364754	0.002356557	0.000944672	0	0	0.000747951	0	0	0	0	0	0	0.00255123	0.001215164	0.000420082	0.000729508	0.000598361	0	0.000407787	0	0	0.00020082	0	0	0	0.006372951	0	0.000596311	0	0	0	0	0	0	0	0.000368852	0.005125	0	0.001057377	0.001018443	0.000231557	0	0	0	0.000469262	0.000778689	0.001151639	0.004614754	0.002061475	0.001331967	0	0.00055123	0	0	0	0	0.001403689	0.000434426	0.001959016	0	0.003963115	0.016348361	0.001489754	0	0.000538934	0.000237705	0	0	0.001258197	0	0	0	0.004877049	0.004657787	0.000315574	0.00145082	0	0	0	0	0	0	0.004907787	0.002893443	0.006625	0.003653689	0.00080123	0.001239754	0.001227459	0.000352459	0	0	0.00035041	0	0	0.000465164	0	0.001190574	0.00042418	0.000360656	0	0	0	0	0.000172131	0.001334016	0.001502049	0.002913934	0	0	0.00047541	0	0	0	0	0	0	0.000729508	0.00077459	0.00932377	0.000243852	0	0.000495902	0	0	0	0	0	0	0.004438525	0	0.009848361	0.002584016	0	0	0	0	0	0	0	0	0	0	0.002356557	0.000497951	0	0	0	0.000665984	0.000651639	0.000206967	0	0	0	0.000690574	0	0.002622951	0	0	0.000411885	0.000538934	0	0.000231557	0	0.000286885	0.000819672	0	0.004709016	0	0	0.000670082	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000268443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000559426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Povalibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001086066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000586066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter	0	0.000713115	0.001125	0.000571721	0	0.004434426	0	0.000270492	0	0.002127049	0.002528689	0.001997951	0.002897541	0.000420082	0	0.003092213	0	0.001139344	0.00310041	0.001290984	0.001081967	0	0.001067623	0.001530738	0.001155738	0	0	0	0.001184426	0.000579918	0	0.000827869	0	0.001829918	0	0	0	0	0	0	0.002571721	0.000672131	0	0.00085041	0.002422131	0.000840164	0.002618852	0.001893443	0.001483607	0	0.000670082	0.001131148	0	0.001247951	0.001364754	0.000758197	0.004579918	0	0.000754098	0.001344262	0.001629098	0	0.001786885	0.000629098	0.000604508	0.003370902	0	0.00142418	0.000131148	0.000688525	0	0.001967213	0	0	0.001506148	0.000932377	0	0	0.00060041	0	0.000661885	0.001680328	0.001165984	0.000856557	0.002391393	0.000772541	0.000709016	0	0.000553279	0.001229508	0.000727459	0.00167623	0.001139344	0.000614754	0.000737705	0.000403689	0	0	0.001120902	0	0	0	0.000877049	0	0	0	0.000696721	0	0	0.000565574	0.003684426	0	0	0.000483607	0	0	0.000956967	0	0	0.001129098	0.000379098	0	0	0	0.001370902	0.001284836	0.000190574	0	0.000411885	0.00077459	0.00397541	0	0.000309426	0	0.001918033	0	0.000670082	0.001118852	0.002297131	0	0	0	0.002528689	0	0.000368852	0.003026639	0	0	0.000959016	0.000569672	0.000569672	0.000768443	0.001032787	0	0	0.001446721	0.000758197	0	0	0	0.000430328	0	0.001155738	0	0.000760246	0.000643443	0.001930328	0	0	0	0	0	0	0.000606557	0.000307377	0.000911885	0	0	0	0	0.00095082	0	0	0	0.001110656	0.000639344	0.000834016	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__uncultured-Steroidobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157787	0	0	0	0	0	0	0.000834016	0	0	0.000180328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001098361	0	0.000438525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127459	0	0	0	0	0	0.001991803	0	0	0	0	0	0	0.000379098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__SteroidobacteralesOR;g__SteroidobacteralesOR	0.000311475	0	0	0	0	0	0	0	0	0	0	0.000155738	0	0	0	0	0	0	0	0	0.000215164	0	0	0	0	0	0	0	0.00044877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000385246	0	0.000694672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000317623	0	0	0	0	0	0	0.000745902	0.000516393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311475	0	0	0	0	0.000653689	0	0	0	0	0	0.000409836	0	0	0	0.00020082	0	0	0	0	0.000643443	0	0	0	0	0	0	0	0	0	0	0	0.000397541	0	0	0	0.000288934	0	0	0	0	0	0	0	0	0	0	0	0	7.38E-05	0	0	0	0	0	0.000405738	0	0	0	0	0	0.000526639	0	0	0	0	0.000547131	0	0.000456967	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Candidatus Navis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000672131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000401639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__WN-HWB-116;f__WN-HWB-116OR;g__WN-HWB-116OR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000280738	0	0	0	0	0	0	0	0	0	0	0	0	0.000446721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000477459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000635246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000668033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000461066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
