Taxon	0_0_1_Bulk	0_0_1_Rhizo	0_0_2_Bulk	0_0_2_Rhizo	0_0_3_Bulk	0_0_3_Rhizo	0_0_4_Bulk	0_0_4_Rhizo	0_0_5_Bulk	0_0_5_Rhizo	0_0_6_Bulk	0_0_6_Rhizo	0_CEN_1_Bulk	0_CEN_1_Rhizo	0_CEN_2_Bulk	0_CEN_2_Rhizo	0_CEN_3_Bulk	0_CEN_3_Rhizo	0_CEN_4_Bulk	0_CEN_4_Rhizo	0_CEN_5_Bulk	0_CEN_5_Rhizo	0_CEN_6_Bulk	0_CEN_6_Rhizo	0_CE_1_Bulk	0_CE_1_Rhizo	0_CE_2_Bulk	0_CE_2_Rhizo	0_CE_3_Bulk	0_CE_3_Rhizo	0_CE_4_Bulk	0_CE_4_Rhizo	0_CE_5_Bulk	0_CE_5_Rhizo	0_CE_6_Bulk	0_CE_6_Rhizo	0_CN_1_Bulk	0_CN_1_Rhizo	0_CN_2_Bulk	0_CN_2_Rhizo	0_CN_3_Bulk	0_CN_3_Rhizo	0_CN_4_Bulk	0_CN_4_Rhizo	0_CN_5_Bulk	0_CN_5_Rhizo	0_CN_6_Bulk	0_CN_6_Rhizo	0_C_1_Bulk	0_C_1_Rhizo	0_C_2_Bulk	0_C_2_Rhizo	0_C_3_Bulk	0_C_3_Rhizo	0_C_4_Bulk	0_C_4_Rhizo	0_C_5_Bulk	0_C_5_Rhizo	0_C_6_Bulk	0_C_6_Rhizo	0_EN_1_Bulk	0_EN_1_Rhizo	0_EN_2_Bulk	0_EN_2_Rhizo	0_EN_3_Bulk	0_EN_3_Rhizo	0_EN_4_Bulk	0_EN_4_Rhizo	0_EN_5_Bulk	0_EN_5_Rhizo	0_EN_6_Bulk	0_EN_6_Rhizo	0_E_1_Bulk	0_E_1_Rhizo	0_E_2_Bulk	0_E_2_Rhizo	0_E_3_Bulk	0_E_3_Rhizo	0_E_4_Bulk	0_E_4_Rhizo	0_E_5_Bulk	0_E_5_Rhizo	0_E_6_Bulk	0_E_6_Rhizo	0_N_1_Bulk	0_N_1_Rhizo	0_N_2_Bulk	0_N_2_Rhizo	0_N_3_Bulk	0_N_3_Rhizo	0_N_4_Bulk	0_N_4_Rhizo	0_N_5_Bulk	0_N_5_Rhizo	0_N_6_Bulk	0_N_6_Rhizo	PHE_0_1_Bulk	PHE_0_1_Rhizo	PHE_0_2_Bulk	PHE_0_2_Rhizo	PHE_0_3_Bulk	PHE_0_3_Rhizo	PHE_0_4_Bulk	PHE_0_4_Rhizo	PHE_0_5_Bulk	PHE_0_5_Rhizo	PHE_0_6_Bulk	PHE_0_6_Rhizo	PHE_CEN_1_Bulk	PHE_CEN_1_Rhizo	PHE_CEN_2_Bulk	PHE_CEN_2_Rhizo	PHE_CEN_3_Bulk	PHE_CEN_3_Rhizo	PHE_CEN_4_Bulk	PHE_CEN_5_Bulk	PHE_CEN_5_Rhizo	PHE_CEN_6_Bulk	PHE_CEN_6_Rhizo	PHE_CE_1_Bulk	PHE_CE_1_Rhizo	PHE_CE_2_Bulk	PHE_CE_2_Rhizo	PHE_CE_3_Bulk	PHE_CE_3_Rhizo	PHE_CE_4_Bulk	PHE_CE_4_Rhizo	PHE_CE_5_Bulk	PHE_CE_5_Rhizo	PHE_CE_6_Bulk	PHE_CE_6_Rhizo	PHE_CN_1_Bulk	PHE_CN_1_Rhizo	PHE_CN_2_Bulk	PHE_CN_2_Rhizo	PHE_CN_3_Bulk	PHE_CN_3_Rhizo	PHE_CN_4_Bulk	PHE_CN_4_Rhizo	PHE_CN_5_Bulk	PHE_CN_5_Rhizo	PHE_CN_6_Bulk	PHE_CN_6_Rhizo	PHE_C_1_Bulk	PHE_C_1_Rhizo	PHE_C_2_Bulk	PHE_C_2_Rhizo	PHE_C_3_Bulk	PHE_C_3_Rhizo	PHE_C_4_Bulk	PHE_C_4_Rhizo	PHE_C_5_Bulk	PHE_C_5_Rhizo	PHE_C_6_Bulk	PHE_C_6_Rhizo	PHE_EN_1_Bulk	PHE_EN_1_Rhizo	PHE_EN_2_Bulk	PHE_EN_2_Rhizo	PHE_EN_3_Bulk	PHE_EN_3_Rhizo	PHE_EN_4_Bulk	PHE_EN_4_Rhizo	PHE_EN_5_Bulk	PHE_EN_5_Rhizo	PHE_EN_6_Bulk	PHE_EN_6_Rhizo	PHE_E_1_Bulk	PHE_E_1_Rhizo	PHE_E_2_Bulk	PHE_E_2_Rhizo	PHE_E_3_Bulk	PHE_E_3_Rhizo	PHE_E_4_Bulk	PHE_E_4_Rhizo	PHE_E_5_Bulk	PHE_E_5_Rhizo	PHE_E_6_Bulk	PHE_E_6_Rhizo	PHE_N_1_Bulk	PHE_N_1_Rhizo	PHE_N_2_Bulk	PHE_N_2_Rhizo	PHE_N_3_Bulk	PHE_N_3_Rhizo	PHE_N_4_Bulk	PHE_N_4_Rhizo	PHE_N_5_Bulk	PHE_N_5_Rhizo	PHE_N_6_Bulk	PHE_N_6_Rhizo
k__Bacteria;p__Bdellovibrionota	0.014389344	0.011858607	0.019133197	0.008497951	0.007885246	0.012186475	0.01042418	0.011727459	0.015297131	0.007188525	0.010647541	0.015139344	0.01172541	0.013118852	0.01167623	0.013594262	0.007071721	0.014694672	0.01075	0.006829918	0.012379098	0.00555123	0.010963115	0.007354508	0.016192623	0.018372951	0.0085	0.007797131	0.008842213	0.005815574	0.013276639	0.010608607	0.008559426	0.007553279	0.008518443	0.004795082	0.01369877	0.007454918	0.017237705	0.002077869	0.011362705	0.011381148	0.006711066	0.011081967	0.011819672	0.010702869	0.01175	0.014057377	0.012290984	0.007723361	0.007268443	0.006817623	0.018110656	0.00607582	0.006608607	0.014809426	0.006211066	0.017434426	0.019645492	0.009516393	0.011518443	0.036182377	0.015026639	0.009877049	0.009422131	0.006141393	0.012811475	0.007852459	0.015602459	0.007364754	0.013280738	0.009731557	0.006223361	0.009629098	0.012729508	0.010151639	0.01344877	0.009407787	0.008479508	0.01570082	0.01264959	0.020719262	0.015127049	0.008590164	0.009090164	0.015276639	0.009633197	0.009081967	0.004670082	0.009331967	0.006797131	0.00977459	0.01067418	0.009258197	0.017731557	0.009616803	0.009153689	0.012157787	0.034795082	0.013237705	0.008782787	0.014879098	0.011655738	0.010581967	0.015252049	0.018004098	0.020946721	0.012879098	0.011571721	0.010233607	0.011553279	0.005114754	0.011120902	0.017727459	0.010088115	0.010454918	0.013063525	0.008266393	0.019043033	0.008022541	0.007280738	0.008645492	0.005106557	0.007397541	0.006131148	0.014993852	0.010893443	0.007831967	0.012106557	0.01795082	0.01044877	0.019114754	0.014364754	0.006180328	0.007034836	0.008678279	0.010438525	0.008315574	0.005483607	0.005942623	0.007307377	0.020151639	0.014247951	0.015797131	0.011178279	0.009764344	0.008911885	0.010317623	0.011793033	0.021784836	0.007557377	0.004540984	0.005881148	0.02360041	0.009788934	0.01035041	0.008942623	0.010936475	0.003686475	0.004354508	0.013864754	0.003163934	0.007034836	0.016530738	0.018514344	0.014102459	0.011979508	0.015362705	0.006602459	0.008618852	0.007473361	0.008358607	0.008915984	0.012432377	0.006608607	0.007184426	0.010543033	0.012723361	0.015206967	0.013596311	0.006131148	0.011321721	0.00629918	0.011864754	0.01354918	0.009096311	0.011018443	0.017385246	0.012420082	0.011428279	0.010895492
k__Bacteria;p__Caldatribacteriota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi	0.016645492	0.028032787	0.033010246	0.05917418	0.011893443	0.053655738	0.01085041	0.013120902	0.010879098	0.010186475	0.021532787	0.034309426	0.011891393	0.015163934	0.010092213	0.028135246	0.048469262	0.037151639	0.012784836	0.022717213	0.025584016	0.013602459	0.013004098	0.025862705	0.019116803	0.012854508	0.033043033	0.040006148	0.022540984	0.016715164	0.017030738	0.014088115	0.017405738	0.009362705	0.027870902	0.010446721	0.007987705	0.023729508	0.018252049	0.046280738	0.015489754	0.026711066	0.012180328	0.026125	0.030983607	0.02182377	0.01982582	0.025381148	0.019854508	0.012422131	0.008540984	0.050311475	0.015665984	0.019670082	0.017620902	0.012655738	0.010571721	0.014758197	0.042403689	0.050598361	0.008893443	0.058790984	0.016383197	0.039991803	0.028622951	0.093172131	0.074540984	0.017165984	0.008647541	0.008711066	0.015186475	0.018391393	0.024239754	0.024842213	0.031506148	0.042098361	0.022383197	0.019172131	0.006602459	0.028034836	0.019479508	0.020612705	0.02294877	0.027678279	0.035983607	0.030469262	0.051088115	0.062094262	0.014944672	0.024415984	0.012252049	0.021977459	0.008510246	0.010688525	0.026204918	0.029434426	0.066614754	0.054766393	0.047907787	0.100510246	0.055538934	0.055329918	0.016266393	0.043836066	0.039696721	0.055838115	0.054411885	0.052793033	0.070243852	0.054418033	0.070116803	0.042321721	0.030260246	0.043739754	0.045229508	0.030981557	0.054258197	0.074538934	0.058104508	0.045739754	0.046284836	0.054084016	0.08642623	0.057528689	0.055143443	0.148079918	0.062006148	0.028786885	0.06070082	0.058196721	0.044196721	0.031454918	0.077165984	0.047204918	0.098514344	0.124838115	0.067122951	0.026217213	0.134508197	0.054471311	0.062385246	0.065877049	0.060504098	0.065586066	0.095915984	0.037135246	0.072440574	0.079641393	0.056608607	0.055403689	0.07107582	0.074860656	0.040159836	0.033704918	0.06232377	0.060772541	0.066016393	0.05672541	0.095141393	0.014131148	0.050422131	0.022430328	0.029756148	0.053088115	0.037745902	0.048795082	0.053545082	0.08627459	0.052395492	0.044883197	0.121846311	0.047469262	0.040395492	0.074209016	0.053006148	0.039719262	0.110305328	0.054512295	0.075733607	0.067842213	0.045036885	0.082959016	0.065989754	0.050125	0.050793033	0.058534836	0.049276639	0.045413934	0.080805328	0.050852459	0.082012295
k__Bacteria;p__Dadabacteria	0	0	7.99E-05	0.000110656	0	0	0	0.000161885	0	0	0.000243852	0	0	0.000211066	0	0	0.000184426	0	0	0.000157787	0.000336066	9.22E-05	0	0	0	0	0	0.000227459	0	0	0	0.000231557	0	0	0	8.20E-05	0	0.000153689	0	0	0	0	0	0.000190574	0	9.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.58E-05	0	0	0	6.56E-05	0	0	0.000336066	0	0	0	0.000106557	0	0.000307377	0	0	7.58E-05	0	0.000209016	0	0	0	0	0.000112705	0.00039959	8.40E-05	0	0	0	0	0	0	0	0	0	0	0	5.94E-05	0	0	0	0	0	0	0	0	0	0	0.00017418	0	0.000506148	0.000321721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-05	0	0	0	0.000172131	0	0.000272541	0	0	0.000217213	0	0	0	0.000258197	0	0.000336066	6.35E-05	0	0	0	0	0	0	0	0	0	0	0.000194672	0	0.000137295	0	0	0	0	0	0	0	0	3.28E-05	0.000313525	0.00025	0	0	0	0	0.000262295	0	0	0	0	0	0	9.84E-05	0	0	0	0.000110656	0.000141393	0	0	0	0	0
k__Bacteria;p__Deinococcota	0.001297131	0.000778689	0.000602459	0.001129098	0.00157377	0.001088115	0.000711066	0.00039959	0.00175	0.000684426	0.002161885	0.001217213	0.001379098	0.00135041	0.002157787	0.001094262	0.00255123	0.001077869	0.000637295	0.000563525	0.000598361	0.000569672	0.001342213	0.001432377	0.000536885	0.000520492	0.003534836	0.000743852	0.001590164	0.001481557	0.001432377	0.000489754	0.001670082	0.000446721	0.001334016	0.000481557	0.000348361	0.000760246	0.001934426	0.000633197	0.002155738	0.000842213	0.001512295	0.000989754	0.000627049	0.001258197	0.002170082	0.001268443	0.000377049	0.000680328	0.001223361	0.000987705	0.001364754	0.002563525	0.000452869	0.000508197	0.000260246	0.000907787	0.001961066	0.001077869	0.000903689	0.001534836	0.000854508	0.000592213	0.001243852	0.000715164	0.002428279	0.00025	0.000534836	0.000393443	0.001557377	0.000596311	0.000465164	0.000239754	0.002110656	0.000877049	0.001889344	0.000829918	0.001022541	0	0.002440574	0.000688525	0.000704918	0.001133197	0.001258197	0.001235656	0.001336066	0.002868852	0.00267623	0.001481557	0.000655738	0.000612705	0.000797131	0.001821721	0.001118852	0.001262295	0.001377049	0.001618852	0.002754098	0.00197541	0.006618852	0.004510246	0.002389344	0.001721311	0.005221311	0.002295082	0.002719262	0.001559426	0.001106557	0.001883197	0.000911885	0.00102459	0.001586066	0.001696721	0.000875	0.001979508	0.003883197	0.006245902	0.001204918	0.001493852	0.000477459	0.002133197	0.000254098	0.001586066	0.006598361	0.001413934	0.002930328	0.002415984	0.001188525	0.003241803	0.001032787	0.00407377	0.001165984	0.001358607	0.000885246	0.000766393	0.003489754	0.001043033	0.002879098	0.004012295	0.003694672	0.003942623	0.002147541	0.000844262	0.000860656	0.000559426	0.000741803	0.003344262	0.001354508	0.004739754	0.001657787	0.005584016	0.003555328	0.001446721	0.003172131	0.001342213	0.001895492	0.001088115	0.000606557	0.002405738	0.002014344	0.001713115	0.001020492	0.001973361	0.001202869	0.00335041	0.001096311	0.002110656	0.00094877	0.002135246	0.001086066	0.00195082	0.003057377	0.001157787	0.00127459	0.003760246	0.00357377	0.003723361	0.005577869	0.001805328	0.001592213	0.000422131	0.002319672	0.001561475	0.000885246	0.00177459	0.001059426	0.003647541	0.004860656	0.014897541	0.000497951
k__Bacteria;p__Dependentiae	0.007217213	0.001079918	0.00135041	0.000454918	0.00107377	0.000245902	0.002104508	0.000127049	0.000536885	0.000528689	0.000305328	0.000221311	0.000495902	0.003657787	0.00120082	0.001819672	0	0.000211066	0.000737705	0.006084016	0.00105123	0.00032582	0.000581967	0.000727459	0.000168033	0.001514344	0.004991803	0.005266393	0	0.000204918	0.001184426	0.001838115	0.001428279	0.000659836	0.000735656	0.001883197	0	0.000971311	0	0.000317623	0	0.003508197	0.000151639	0.001889344	0	0.001260246	0.000186475	0.001959016	0	0.001405738	0	0.012375	0.000221311	0.000592213	0.000219262	0.001018443	0.000608607	0.002055328	0.000920082	0.000282787	0.00095082	0.002489754	0.004256148	0.004895492	0.000446721	0.001543033	0	0.000422131	0.000147541	0.000375	0.000329918	0	0.000844262	0	0.000514344	0.003776639	0	0.000803279	0.000571721	0.000196721	0	0.000352459	0.000491803	0.000659836	0.005407787	0.002860656	0.000293033	0.00394877	0.000547131	0.000936475	0.000592213	0.001282787	0.001561475	0.00039959	0	0.000243852	0.00057377	0.000809426	0.00270082	0.000387295	0	0.000678279	0.001395492	0.001756148	0.001856557	0.00395082	0.000637295	0.000288934	0.000854508	0.000493852	0.00095082	0.00114959	0	0	0.000489754	0.002612705	0.002635246	0.000731557	0	0	0.000391393	0.001088115	0.01357377	0	0	0.00079918	0.000780738	0.000881148	0.001567623	0.000858607	0	0	0.00045082	0.001184426	0.004766393	0	0.001319672	0	0.000973361	0.00129918	0.00085041	0.000313525	0.002407787	0	0.001243852	0.000622951	0.002741803	0	0	0.001612705	0.000635246	0	0.002526639	0	0.002077869	0	0.002252049	0.002758197	0.000497951	0	0.000456967	0.000264344	0.000157787	0.000756148	0.003446721	0.001627049	0.001182377	0.00667623	0.004930328	0.000887295	0.003336066	0	0.000967213	0.001979508	0.006231557	0	0.002639344	0.000295082	0.00075	0.00127459	0.002061475	0.001125	0.000893443	0.002903689	0.005661885	0.000715164	0.001182377	0.00032377	0	0.000186475	0.000247951
k__Bacteria;p__Desulfobacterota	0.000206967	0.001403689	0.002194672	0.000272541	0	0	0.000403689	0	0.000168033	0.000170082	0.00029918	0	0	0	0.000590164	0.000768443	0.000635246	0.145772541	0	0.000190574	0	0	0	0.00032377	0.000338115	0.000737705	0	0.000407787	0.000368852	0	0.000165984	0.000186475	0.000211066	0.000135246	0.000221311	5.94E-05	0.000362705	0.001377049	0.000366803	0.000596311	0.000528689	0	0.009747951	0	0.001284836	0.000854508	0.000288934	0.00030123	0.000995902	0	0	0.001036885	0	0	0.000254098	0.000194672	0	0.000239754	0.000938525	0.000860656	0.000356557	0.000983607	0	0.001967213	0.001569672	0	0.001061475	0.000413934	0	0	0	0.000778689	0.010592213	0.002723361	0	0.000602459	0.000278689	0	0	9.02E-05	0	0.000137295	0	6.97E-05	0	0.036522541	0	0.004821721	0.002844262	0.000336066	0	0.000481557	0.000122951	0	0.000336066	0.000165984	0.001565574	0.000241803	0.001413934	0.001877049	0.000131148	0.000516393	0	0.001354508	0.001211066	0.001622951	0.002766393	0.000170082	0.001129098	0.001959016	0.001104508	0.000653689	0.004581967	0.00045082	0	0.000245902	0.000452869	0.018741803	0	0.003561475	0.004180328	0.002454918	0.005813525	0.000709016	0.000678279	0	0.002102459	0	0.00032377	0.000217213	0.002930328	0.03020082	0.001139344	0	0.002219262	0.002190574	0.001647541	0	0.011608607	0	0.009368852	0.000766393	0.008094262	0.000157787	0.000764344	0.00060041	0.00054918	0	0	0	0.002057377	0	0.000284836	0	0.022512295	0.002805328	0.001252049	0.015081967	0.002903689	0	0.002196721	0.000407787	0.002397541	0.001764344	0.000418033	0.000223361	0.001008197	0.008336066	0.001625	0.000840164	0.002112705	0.000196721	0.00517623	0	0.002495902	0	0.002848361	0	0.001163934	0.000219262	0.003895492	0	0.00155123	0.000875	0.003467213	0.00057377	0	0	0.010043033	0	0
k__Bacteria;p__Elusimicrobiota	0.000233607	0	0.001161885	0.000243852	0	0	0	0.000125	0	0	0	0	0.000268443	0	0	0.00019877	0	0	0	0.000178279	0.000821721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000715164	0	0	0	0	0	0.000516393	0.000190574	0	0	0	0	0	0	0	0	0	0	0	0.000217213	0	0	0	0	0	0	0	0	0	7.38E-05	0	0	0	0.000204918	0	0.000159836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000403689	0	0	0.000258197	0	0	0	0.000209016	0	0.000280738	0	0	0	0	0	0	8.40E-05	0	0	0	0.000268443	0	0	0	0	0	0	0	0	0	0	0	0	0.000182377	0	0	0	0	0	0	0	0.000102459	0	0.000155738	0	0	0	0	0	0	0	0	0	0.000260246	0.000204918	0	0.000143443	0	0	0	0	0	0	0	0.000563525	0	0	0	0	0	0	0	0	0	0.000297131	0	0	0.000360656	0	0.000231557	0	0
k__Bacteria;p__Entotheonellaeota	0	0	0	0.000204918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000432377	0	0	0	0	0	0	0.000569672	0.000172131	0	0	0	0	0	0	0	0	0	0	0	0.000295082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99E-05	0	0
k__Bacteria;p__FCPU426	0	0	0	0	0	0.000161885	0.000743852	0	0.000543033	0	9.22E-05	7.79E-05	0	0	0	0.000532787	0.000168033	0	0	0	0.002211066	0.001403689	0	0	0	0	0	0.00094877	0	0	0.000594262	0.002776639	0	0.003032787	0.001276639	0.000401639	0	0	0	0	0	0	0	0	0.001682377	0.003206967	0.001188525	0.001206967	0	0	0.000202869	0	0.000133197	0	0	0	0.002282787	0.002883197	0.000276639	0	0.000372951	0	0	0	0	0.000516393	0	0	0.000532787	0.00030123	0.001614754	0	0	0	7.79E-05	0.000309426	0	8.81E-05	0	0	0	0	0	0	7.17E-05	0	0.000577869	0	0	0	0	0.000254098	0	0	0.000288934	0.000254098	0.000358607	0	0	0	0	0.000239754	0	0.000334016	0	0	0.000165984	0	0.000889344	0.000514344	0	0	0.00020082	0.00057377	0.000125	0.000108607	0.001211066	0	0	0	0	0	0	0.000147541	0	0	0.000303279	0.000184426	0.003834016	0	0.000879098	0	0	0	0	0	0.000215164	0	0	0.000594262	0.00332582	0.00192623	0.004911885	0.000340164	0.000356557	0	0	0	0	0	0.000192623	0.00077459	0.000590164	0	0.00020082	0	0.000256148	0	0	0	0	0.000743852	0.000413934	0	0.000288934	0	0.000135246	0	0	0	0	0	0	0.000471311	0.000163934	0	0.000717213	0.000905738	0.000452869	7.17E-05	0	0	0.000161885	0	0	0	0.000762295	0	0.000604508	0	0.000237705
