Taxon	0_0_1_Bulk	0_0_1_Rhizo	0_0_2_Bulk	0_0_2_Rhizo	0_0_3_Bulk	0_0_3_Rhizo	0_0_4_Bulk	0_0_4_Rhizo	0_0_5_Bulk	0_0_5_Rhizo	0_0_6_Bulk	0_0_6_Rhizo	0_CEN_1_Bulk	0_CEN_1_Rhizo	0_CEN_2_Bulk	0_CEN_2_Rhizo	0_CEN_3_Bulk	0_CEN_3_Rhizo	0_CEN_4_Bulk	0_CEN_4_Rhizo	0_CEN_5_Bulk	0_CEN_5_Rhizo	0_CEN_6_Bulk	0_CEN_6_Rhizo	0_CE_1_Bulk	0_CE_1_Rhizo	0_CE_2_Bulk	0_CE_2_Rhizo	0_CE_3_Bulk	0_CE_3_Rhizo	0_CE_4_Bulk	0_CE_4_Rhizo	0_CE_5_Bulk	0_CE_5_Rhizo	0_CE_6_Bulk	0_CE_6_Rhizo	0_CN_1_Bulk	0_CN_1_Rhizo	0_CN_2_Bulk	0_CN_2_Rhizo	0_CN_3_Bulk	0_CN_3_Rhizo	0_CN_4_Bulk	0_CN_4_Rhizo	0_CN_5_Bulk	0_CN_5_Rhizo	0_CN_6_Bulk	0_CN_6_Rhizo	0_C_1_Bulk	0_C_1_Rhizo	0_C_2_Bulk	0_C_2_Rhizo	0_C_3_Bulk	0_C_3_Rhizo	0_C_4_Bulk	0_C_4_Rhizo	0_C_5_Bulk	0_C_5_Rhizo	0_C_6_Bulk	0_C_6_Rhizo	0_EN_1_Bulk	0_EN_1_Rhizo	0_EN_2_Bulk	0_EN_2_Rhizo	0_EN_3_Bulk	0_EN_3_Rhizo	0_EN_4_Bulk	0_EN_4_Rhizo	0_EN_5_Bulk	0_EN_5_Rhizo	0_EN_6_Bulk	0_EN_6_Rhizo	0_E_1_Bulk	0_E_1_Rhizo	0_E_2_Bulk	0_E_2_Rhizo	0_E_3_Bulk	0_E_3_Rhizo	0_E_4_Bulk	0_E_4_Rhizo	0_E_5_Bulk	0_E_5_Rhizo	0_E_6_Bulk	0_E_6_Rhizo	0_N_1_Bulk	0_N_1_Rhizo	0_N_2_Bulk	0_N_2_Rhizo	0_N_3_Bulk	0_N_3_Rhizo	0_N_4_Bulk	0_N_4_Rhizo	0_N_5_Bulk	0_N_5_Rhizo	0_N_6_Bulk	0_N_6_Rhizo	PHE_0_1_Bulk	PHE_0_1_Rhizo	PHE_0_2_Bulk	PHE_0_2_Rhizo	PHE_0_3_Bulk	PHE_0_3_Rhizo	PHE_0_4_Bulk	PHE_0_4_Rhizo	PHE_0_5_Bulk	PHE_0_5_Rhizo	PHE_0_6_Bulk	PHE_0_6_Rhizo	PHE_CEN_1_Bulk	PHE_CEN_1_Rhizo	PHE_CEN_2_Bulk	PHE_CEN_2_Rhizo	PHE_CEN_3_Bulk	PHE_CEN_3_Rhizo	PHE_CEN_4_Bulk	PHE_CEN_5_Bulk	PHE_CEN_5_Rhizo	PHE_CEN_6_Bulk	PHE_CEN_6_Rhizo	PHE_CE_1_Bulk	PHE_CE_1_Rhizo	PHE_CE_2_Bulk	PHE_CE_2_Rhizo	PHE_CE_3_Bulk	PHE_CE_3_Rhizo	PHE_CE_4_Bulk	PHE_CE_4_Rhizo	PHE_CE_5_Bulk	PHE_CE_5_Rhizo	PHE_CE_6_Bulk	PHE_CE_6_Rhizo	PHE_CN_1_Bulk	PHE_CN_1_Rhizo	PHE_CN_2_Bulk	PHE_CN_2_Rhizo	PHE_CN_3_Bulk	PHE_CN_3_Rhizo	PHE_CN_4_Bulk	PHE_CN_4_Rhizo	PHE_CN_5_Bulk	PHE_CN_5_Rhizo	PHE_CN_6_Bulk	PHE_CN_6_Rhizo	PHE_C_1_Bulk	PHE_C_1_Rhizo	PHE_C_2_Bulk	PHE_C_2_Rhizo	PHE_C_3_Bulk	PHE_C_3_Rhizo	PHE_C_4_Bulk	PHE_C_4_Rhizo	PHE_C_5_Bulk	PHE_C_5_Rhizo	PHE_C_6_Bulk	PHE_C_6_Rhizo	PHE_EN_1_Bulk	PHE_EN_1_Rhizo	PHE_EN_2_Bulk	PHE_EN_2_Rhizo	PHE_EN_3_Bulk	PHE_EN_3_Rhizo	PHE_EN_4_Bulk	PHE_EN_4_Rhizo	PHE_EN_5_Bulk	PHE_EN_5_Rhizo	PHE_EN_6_Bulk	PHE_EN_6_Rhizo	PHE_E_1_Bulk	PHE_E_1_Rhizo	PHE_E_2_Bulk	PHE_E_2_Rhizo	PHE_E_3_Bulk	PHE_E_3_Rhizo	PHE_E_4_Bulk	PHE_E_4_Rhizo	PHE_E_5_Bulk	PHE_E_5_Rhizo	PHE_E_6_Bulk	PHE_E_6_Rhizo	PHE_N_1_Bulk	PHE_N_1_Rhizo	PHE_N_2_Bulk	PHE_N_2_Rhizo	PHE_N_3_Bulk	PHE_N_3_Rhizo	PHE_N_4_Bulk	PHE_N_4_Rhizo	PHE_N_5_Bulk	PHE_N_5_Rhizo	PHE_N_6_Bulk	PHE_N_6_Rhizo
k__Bacteria;p__Myxococcota	0.019305328	0.013788934	0.021985656	0.023006148	0.016842213	0.013922131	0.018752049	0.010961066	0.013879098	0.009385246	0.009909836	0.026243852	0.013254098	0.011321721	0.007159836	0.022129098	0.012768443	0.011362705	0.006241803	0.013018443	0.024422131	0.018020492	0.010747951	0.014223361	0.013377049	0.014547131	0.017125	0.018854508	0.015002049	0.011838115	0.032420082	0.010096311	0.016893443	0.013170082	0.021741803	0.006625	0.045	0.029883197	0.007165984	0.045836066	0.025170082	0.025045082	0.016143443	0.010055328	0.046651639	0.026983607	0.018752049	0.014790984	0.065602459	0.011956967	0.020020492	0.02264959	0.009202869	0.015536885	0.01082582	0.027047131	0.021672131	0.021282787	0.012784836	0.014415984	0.015940574	0.02310041	0.02204918	0.033407787	0.019307377	0.01244877	0.024682377	0.009409836	0.00892623	0.00845082	0.020879098	0.035219262	0.020157787	0.024598361	0.092868852	0.035266393	0.014522541	0.010366803	0.050918033	0.032901639	0.01570082	0.021569672	0.020276639	0.025276639	0.035827869	0.024686475	0.033963115	0.041084016	0.00880123	0.013229508	0.013922131	0.015182377	0.00717418	0.011461066	0.010170082	0.015387295	0.020338115	0.02047541	0.027723361	0.047372951	0.02055123	0.027081967	0.011444672	0.011454918	0.012004098	0.029227459	0.014817623	0.012247951	0.020370902	0.018065574	0.019860656	0.014002049	0.015561475	0.025401639	0.010858607	0.040034836	0.017672131	0.021483607	0.026895492	0.011954918	0.010264344	0.02119877	0.023520492	0.023209016	0.022463115	0.040813525	0.010553279	0.018762295	0.031204918	0.010145492	0.036815574	0.026856557	0.014491803	0.043518443	0.033268443	0.034815574	0.01672541	0.00594877	0.019877049	0.022	0.019768443	0.016485656	0.025077869	0.021981557	0.026434426	0.068758197	0.030647541	0.011272541	0.029727459	0.025241803	0.016504098	0.018985656	0.017254098	0.018934426	0.01664959	0.020731557	0.016057377	0.040481557	0.020594262	0.004747951	0.023631148	0.005053279	0.01439959	0.023727459	0.025391393	0.015702869	0.012276639	0.012581967	0.010790984	0.029319672	0.026545082	0.023809426	0.01667418	0.02510041	0.028858607	0.014905738	0.047686475	0.012202869	0.017065574	0.019129098	0.014032787	0.021245902	0.03755123	0.027258197	0.016973361	0.035842213	0.010028689	0.012063525	0.015547131	0.027702869	0.031032787
k__Bacteria;p__NB1-j	0.001231557	0	0.001	0.000540984	0.001747951	0.001692623	0.000952869	0.000807377	0.000772541	0.000418033	0.000444672	0.00182377	0.001030738	0.002079918	0	0.000772541	0.000907787	0.000356557	0.00039959	0.00070082	0.001131148	0.001059426	0.000407787	0.001002049	0.001170082	0.001081967	0.000452869	0.000616803	0.001309426	0.000633197	0.000821721	0.000895492	0	0.000719262	0.001692623	0.000247951	0.001268443	0.002063525	0.00057377	0.000602459	0.002411885	0.001004098	0	0.001040984	0.004057377	0.000897541	0.001637295	0.001002049	0.001856557	0	0.00107377	0.00127459	0.000555328	0.001268443	0.000721311	0.000637295	0.001256148	0	0.000297131	0.000561475	0.000706967	0.001584016	0.001627049	0	0.001264344	0.003690574	0.002672131	0.000243852	0	0.000422131	0.00085041	0.000928279	0.000592213	0.001852459	0.002354508	0.000788934	0	5.33E-05	0.000840164	0.001846311	0.00347541	0.001665984	0.001004098	0.000889344	0.006682377	0	0.0005	0.000471311	0	0.001733607	0.000807377	0.000797131	0	0.001018443	0.000555328	0.000610656	0.00117418	0.000819672	0.000956967	0.001459016	0.000952869	0.000891393	0.001143443	0.000727459	0.00057377	0.001432377	0.000883197	0.000928279	0.001790984	0.000807377	0.00272541	0	0	0.001471311	0.000706967	0.000368852	0.000766393	0.000805328	0.000579918	0.000125	0.000756148	0.000469262	0.000663934	0.001014344	0.001553279	0.003020492	0.001243852	0	0.002844262	0.000614754	0.000479508	0	0.001540984	0.003596311	0.001014344	0.006893443	0.000928279	0.000612705	0.026877049	0.001415984	0.001161885	0.001120902	0.001713115	0	0.000704918	0.001528689	0	0	0.002014344	0.001010246	0.000567623	0.001520492	0.00042623	0	0.001932377	0.000807377	0.001038934	0.002790984	0	0	0.000293033	0.00060041	0.000840164	0.00127459	0	0.000934426	0.000680328	0.001459016	0.001038934	0	0.000606557	0.000661885	0.000514344	0.002885246	0.001795082	0	0.003596311	0.000717213	0.001165984	0.000995902	0.000969262	0.000930328	0.002633197	0.000956967	0.000942623	0.004868852	0.000459016	0.000526639	0.000565574	0.000961066	0.00217418
k__Bacteria;p__Nitrospinota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172131	0	0	0	0	0	0	0	0.000159836	0	0	0.000782787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Nitrospirota	0.000391393	0.000221311	0.00080123	0.000715164	0	0	0	0	0	0.000182377	0	0	0.000858607	0	0	0.000206967	0	0	0.000211066	0	0.000696721	0.00027459	0	0	0.000112705	0	0	0.000459016	0	0	0	0.00075	0	0.000161885	0	0	0.00035041	0	0	0	0	0	0.000391393	0.000120902	0	0	0	0	0.000288934	0	0	0	0.000530738	0.000239754	0	0	0	0	0	0	0.000215164	0.001313525	0	0	0.000278689	0	0	0.000211066	0	0	0	0.000127049	0	0	0.000342213	0	0	0	0	0.000229508	0	7.99E-05	0.000231557	5.94E-05	0.000684426	0	0.000354508	0	0	0	0	0	0.000239754	0	0	0.000153689	0	0	0.000622951	0.000477459	0.000536885	0	0.000286885	0	0	0	0	0	0.000237705	0.000469262	0.000952869	0	0	0	0	0.000188525	0	0.000360656	0	0	0	0	0	0	0	0	0	0.000194672	0	0	8.20E-05	0	0	0	0.000465164	0	0.000215164	0	0	0.00027459	0	0	0	0.000229508	0	0	0	0	0.000584016	0.000102459	0	0.000559426	0	0.000241803	0	0.000368852	0	0.000565574	0	0	7.58E-05	0.000231557	0	0	0	0	6.97E-05	0	0	0.001192623	0.000586066	0	0.000452869	0	0	0.000547131	0	0	0	0.000461066	0	0	0.001293033	0	0.000645492	0	8.61E-05	0	9.22E-05	0	0
k__Bacteria;p__Patescibacteria	0.005114754	0.004651639	0.006670082	0.012059426	0.003106557	0.003497951	0.00095082	0.007065574	0.001889344	0.001141393	0.001053279	0.003559426	0	0.004401639	0.002063525	0.004221311	0.001545082	0.006202869	0.000526639	0.001821721	0.001647541	0.000327869	0.001370902	0.003479508	0.00439959	0.003346311	0	0.002893443	0.003317623	0.001897541	0.003586066	0.002877049	0.001602459	0.003485656	0.004981557	0.000356557	0.000637295	0.001569672	0.000209016	0.004213115	0.001579918	0.001776639	0	0.001606557	0.000807377	0.00280123	0.001811475	0.004594262	0.000610656	0.007469262	0	0.001965164	0.011684426	0.004233607	0.001184426	0.005038934	0.001586066	0.001327869	0.007391393	0.004706967	0.001235656	0.009352459	0.001895492	0.002063525	0.00044877	0.006004098	0.004979508	0.007366803	0.00272541	0.0015	0.003842213	0.018711066	0.001635246	0.001043033	0.004657787	0.00942623	0.006479508	0.008561475	0.000797131	0.002125	0.000422131	0.003538934	0.004436475	0.001459016	0	0.004534836	0.001188525	0.002420082	0.00182582	0.000620902	0.001125	0.001930328	0.000190574	0.001282787	0.003821721	0.002280738	0.007645492	0.008547131	0.007368852	0.002588115	0.0015	0.006784836	0.004227459	0.00332582	0.00617623	0.005618852	0.008125	0.003920082	0.004014344	0.003180328	0.003610656	0.001133197	0.002665984	0.002209016	0.001762295	0.001690574	0.000368852	0.001061475	0.012809426	0.002672131	0.002891393	0.00447541	0.003116803	0.005889344	0.003870902	0.00032582	0.001239754	0.000758197	0.000903689	0.001776639	0.009885246	0.003178279	0.00717418	0.004442623	0.001356557	0.001016393	0.003928279	0.005081967	0.000526639	0.001211066	0.000456967	0.002133197	0.008184426	0.004846311	0.011620902	0.00742623	0.003915984	0.00339959	0.005571721	0.004204918	0.014360656	0.000631148	0.000932377	0.001637295	0.002086066	0.001243852	0.006086066	0.003788934	0.001961066	0.001055328	0.001856557	0.000290984	0.004569672	0.003206967	0.001864754	0.001602459	0.005819672	0.007555328	0.004069672	0.011268443	0.004954918	0.004385246	0.003342213	0.004219262	0.003893443	0.000182377	0.000120902	0.005883197	0.002403689	0.015278689	0.008786885	0.005165984	0.001381148	0.004321721	0.004151639	0.000891393	0.003069672	0.00029918	0.003129098	0.001196721	0.003512295
k__Bacteria;p__Planctomycetota	0.022391393	0.015563525	0.01625	0.01202459	0.024383197	0.021858607	0.010133197	0.014327869	0.022663934	0.010528689	0.027278689	0.021991803	0.017211066	0.016805328	0.009836066	0.016116803	0.039256148	0.022348361	0.018293033	0.015639344	0.014504098	0.006620902	0.022315574	0.020776639	0.016415984	0.017184426	0.04094877	0.02667623	0.020545082	0.01470082	0.01557582	0.023403689	0.020680328	0.011327869	0.020868852	0.005180328	0.016561475	0.015258197	0.02339959	0.009629098	0.013711066	0.020836066	0.012612705	0.021788934	0.009991803	0.017563525	0.014055328	0.023065574	0.004786885	0.007504098	0.026276639	0.020471311	0.026856557	0.012555328	0.003209016	0.013868852	0.011782787	0.018661885	0.02542418	0.009016393	0.019670082	0.030502049	0.023389344	0.01569877	0.010213115	0.021047131	0.015809426	0.01719877	0.023727459	0.010846311	0.013766393	0.012133197	0.008846311	0.010881148	0.026508197	0.024702869	0.062946721	0.010809426	0.028610656	0.010102459	0.014122951	0.014670082	0.020098361	0.013067623	0.024932377	0.023538934	0.03214959	0.018752049	0.07392418	0.022036885	0.012432377	0.021702869	0.018295082	0.013983607	0.026463115	0.013866803	0.017112705	0.021118852	0.024295082	0.012168033	0.031817623	0.019202869	0.01867623	0.015030738	0.021518443	0.013643443	0.022905738	0.018735656	0.019811475	0.025762295	0.022502049	0.013598361	0.026440574	0.035694672	0.023981557	0.024678279	0.015579918	0.015991803	0.011909836	0.018401639	0.011038934	0.051057377	0.019586066	0.022280738	0.021415984	0.028692623	0.015989754	0.020331967	0.018704918	0.027633197	0.01517418	0.024694672	0.014428279	0.010405738	0.019487705	0.011793033	0.02902459	0.008110656	0.014538934	0.029733607	0.007711066	0.017934426	0.021129098	0.029092213	0.011170082	0.018864754	0.013172131	0.028368852	0.018372951	0.025280738	0.008776639	0.01329918	0.014608607	0.02695082	0.015844262	0.019364754	0.018776639	0.020440574	0.007512295	0.015782787	0.023131148	0.01027459	0.009928279	0.015895492	0.022231557	0.01767418	0.011584016	0.017651639	0.012233607	0.025153689	0.023141393	0.028456967	0.025418033	0.016102459	0.010719262	0.031545082	0.017754098	0.010065574	0.012922131	0.020252049	0.0135	0.018120902	0.012942623	0.016959016	0.023331967	0.02005123	0.023838115	0.020280738	0.017397541	0.019686475	0.011627049
k__Bacteria;p__Proteobacteria	0.508375	0.551196721	0.493442623	0.474467213	0.551418033	0.478428279	0.638614754	0.531413934	0.550942623	0.517891393	0.509231557	0.495313525	0.496286885	0.536780738	0.603557377	0.499731557	0.481508197	0.425305328	0.515706967	0.511862705	0.572221311	0.53005123	0.518454918	0.471788934	0.500625	0.498254098	0.448670082	0.490821721	0.442979508	0.547071721	0.548915984	0.578393443	0.521540984	0.530352459	0.491522541	0.423506148	0.45769877	0.514313525	0.437752049	0.510422131	0.473241803	0.50292418	0.563647541	0.52167418	0.513370902	0.561627049	0.528821721	0.463311475	0.419846311	0.546938525	0.486877049	0.489407787	0.479622951	0.554915984	0.690627049	0.638022541	0.651620902	0.561518443	0.454872951	0.44475	0.51519877	0.549444672	0.484047131	0.470290984	0.535668033	0.488645492	0.390520492	0.516381148	0.598307377	0.491768443	0.560387295	0.481157787	0.548891393	0.488518443	0.428219262	0.463516393	0.447670082	0.494006148	0.549254098	0.627014344	0.600612705	0.578530738	0.550977459	0.512680328	0.509151639	0.488413934	0.485735656	0.521190574	0.420879098	0.530444672	0.620477459	0.607077869	0.645006148	0.575006148	0.500272541	0.47445082	0.5505	0.507860656	0.57404918	0.497946721	0.501553279	0.503846311	0.543471311	0.51917623	0.489428279	0.621569672	0.538202869	0.522989754	0.626872951	0.536563525	0.460602459	0.572409836	0.479969262	0.489569672	0.621516393	0.529598361	0.474840164	0.452161885	0.4235	0.605065574	0.589741803	0.504485656	0.521571721	0.528702869	0.537141393	0.490139344	0.562487705	0.564262295	0.45780123	0.494889344	0.468543033	0.521670082	0.511540984	0.609344262	0.503145492	0.501188525	0.503891393	0.71867623	0.438643443	0.560915984	0.578022541	0.57707582	0.562510246	0.504569672	0.547346311	0.570172131	0.531727459	0.558592213	0.501756148	0.539764344	0.460481557	0.578008197	0.511	0.576502049	0.516963115	0.604489754	0.546590164	0.539733607	0.484163934	0.427389344	0.502879098	0.629967213	0.549307377	0.516270492	0.497877049	0.505336066	0.49007582	0.548635246	0.56985041	0.552381148	0.506272541	0.488227459	0.55477459	0.514870902	0.532381148	0.606393443	0.492	0.480987705	0.48442418	0.540858607	0.550860656	0.570151639	0.596411885	0.577235656	0.551581967	0.491604508	0.535266393	0.585846311	0.558581967	0.460430328	0.450569672
k__Bacteria;p__RCP2-54	0.000795082	0	0.008655738	0.002243852	0	0	0	0.00032582	0.000461066	0.002579918	0	0.000288934	0.003944672	0.002276639	0.001547131	0.002569672	0.00042623	0	0	0.001760246	0.001290984	0.000239754	0	0	0.008038934	0.001362705	0	0	0.001397541	0.001131148	0.001309426	0.001211066	0.004336066	0.000502049	0	0	0.000827869	0.005745902	0	0.000504098	0	0.004038934	0	0	0	0.004127049	0	0.000375	0	0.001053279	0	0.000973361	0	0	0	0	0.002102459	0	0	0	0	0.001161885	0.002045082	0	0.004147541	0.002415984	0	0.002952869	0.000706967	0	0	0.000438525	0.000559426	0	0.000266393	0.002102459	0.00072541	0.002530738	0	0.000192623	0	0	0	0	0	0.000811475	0	0	0	0.003377049	0.000604508	0.000643443	0	0	0	0	0	0	0	0	0.000231557	0.000645492	0	0.000202869	0	0	0	0	0.001504098	0.00120082	0	0	0.005413934	0.01160041	0	0.000446721	0	0.001305328	0.000645492	0.000264344	0	0.000729508	0	0.008120902	0	0	0	0.000233607	0.000637295	0.001928279	0.00347541	0	0	0.002336066	0	0	0.001741803	0	0	0	0	0.00029918	0.002016393	0.000522541	0.001512295	0	0.004233607	0	0.004268443	0	0.000508197	0	0	0	0.002356557	0	0.001038934	0	0	0	0.000377049	0	0.003633197	0	0	0	0	0	0.000223361	0	0	0.001053279	0	0.002163934	0.000858607	0	0	0	0.000288934	0.002944672	0.000739754	0.000848361	0	0	0.002008197	0.00044877	0.010989754	0	0	0	0
k__Bacteria;p__SAR324 clade(Marine group B)	0.000334016	0	8.61E-05	0.000307377	0.000405738	0.000377049	0	0.000133197	6.56E-05	0	0	0.000395492	0	0	0	0.000145492	0	0	0.000110656	0.000243852	0	0.000395492	0.000172131	0.000190574	0.000235656	0	0	0.000278689	0	0	0	0.000143443	0.000239754	0.000233607	0	0	0.000165984	0.000776639	0	0	0.000911885	0	0	0	0.000440574	0.000838115	0.000627049	0.000227459	0	0.000223361	0	0.000358607	0	0	0	0.000331967	0	0	0.000485656	0	0.000297131	0	0.000670082	0	0	0	0.004618852	0	0	0.000444672	0.00072541	0.000245902	0.00097541	0.000504098	0	0.000239754	0	0	0	0	0	0.000469262	0	0	0.000684426	0.000385246	0	0.000375	0	0.001155738	0.000256148	0.000963115	0	0	0.000254098	0.000264344	0	0	0	0.000934426	0	0	0.000428279	0	0	0.000241803	0	0	0.00039959	0.000221311	0.000657787	0	0	0	0.000237705	0.000202869	0.000596311	0.000819672	0	0	0	0	0.000213115	0.001002049	0.000633197	0	0	0.000266393	0.000887295	0	5.12E-05	0	0	0	0	0.001887295	0	0	0.000829918	0.000665984	0.000463115	0.000631148	0.001120902	0	0	0	0	0	0.000678279	0	0.00017623	0.00107377	0.000276639	0	0.000401639	0	0.00022541	0.000280738	0	0	0	0.000434426	0	0.00107377	0.000362705	0	0	0.000276639	0.000303279	0.000223361	0	0	0	0.000256148	0	0.000430328	0	0	0	0	0.000153689	0.000153689	0	0	0.004020492	0.000834016	0.000327869	0	0.000401639	0	0
k__Bacteria;p__Spirochaetota	0.000270492	0	0	7.58E-05	0	0	0.000204918	0.000168033	0	5.33E-05	0	9.43E-05	0	0.000159836	0	0.000944672	0	0.000256148	0	0.000168033	0.001178279	0.000346311	0.000116803	0	0.000608607	0	0	0.001565574	0	0	0.001016393	0.000293033	0.000735656	0.000430328	0	0	0	0	0	0.001252049	0.000723361	0.001258197	0	0.000202869	0.001288934	0.001133197	0.000141393	0.000688525	0.001172131	0	0	0.000645492	0	0	0.000502049	0.000502049	0.000932377	0.00029918	0.000715164	0	0	0	0	0.000397541	0.000571721	0.000854508	0.00317418	0.000116803	0	0	0.000112705	0.000206967	0	0.001151639	6.35E-05	0.000266393	0	9.02E-05	0	0.001278689	0	0.000383197	0.000219262	0	0.000616803	0.000155738	0.000934426	0.001192623	0	0.00014959	0.000221311	0.000579918	0	0	0.000143443	9.63E-05	0	0	0	0.000483607	0.000727459	0	0	0.000129098	0	0	0.000702869	0.000598361	0.001506148	0.001077869	0.000952869	0.00067418	0.000243852	0.000206967	0.000436475	0	0.000913934	0.000702869	0	0.000252049	0	0	0	0	0.00167418	0	0	0.000360656	0.00202459	0.000543033	0.000809426	0.000377049	0.000204918	0	0.001317623	0.003690574	0.000877049	0	0.000331967	0	0.003077869	0.00030123	0.000614754	0.000383197	0.00017623	0.000295082	0.000401639	0	0.000473361	0.000772541	0	0.000793033	0.000180328	0.00089959	0.000618852	0.000459016	0.00044877	0.001946721	0.000516393	0	0	0	0.000213115	0.000190574	0.000590164	0.001293033	0	0	0.000131148	0	0.000258197	0.007526639	0	0.001168033	0	0	0.001161885	0.000461066	0.000223361	0	0.000831967	0.00025	0.003008197	0.00027459	0.00042623	0.00077459	0.000471311	0	0.000442623	0.000288934	0.000465164
k__Bacteria;p__Sumerlaeota	0.000161885	0.000141393	0.000709016	0.000186475	0	0	0	0.000715164	0.000661885	0	0.000614754	0.000385246	0	0	0	0.000106557	0	0.000182377	0.000872951	0	0.000518443	0.000241803	0	0.000731557	0.000653689	0.000956967	0.000946721	0.000602459	0.001563525	0.000342213	0	0.000629098	0.000590164	0	0	0	0.000497951	0.000391393	0.000454918	0	0.001002049	0	0	0.000284836	0.000280738	0.000385246	0.00082582	0.001133197	0	0.000327869	0	0	0.000221311	0	0.000188525	0.000456967	0.000422131	0.000184426	0.000311475	0.000155738	0.000321721	0	0.001016393	0	0.001204918	0.00030123	0	0.000215164	0	0.000153689	0.000401639	0	0	0.000313525	0.000889344	0.00114959	0	0	0.000405738	0.000454918	0	0	0	0	0.00020082	0.000219262	0.003977459	0.001254098	0.000278689	0.001270492	0.00082377	0.000266393	0.000356557	0.00017418	0	0.000290984	0	0	0	0.000641393	0.000407787	0	0	0.000553279	0.001604508	0.000479508	0.000432377	0.000588115	0.000356557	0	0.000256148	0	0	0.000827869	0.00039959	0.000530738	0.000452869	0.000305328	0	0.000846311	0.002356557	0.000528689	0	0.001297131	0	0	0.001004098	0.000875	0.000651639	0.000280738	0	0.000102459	0	0	8.81E-05	0.001540984	0.001086066	0	0	0	0.000295082	0.000155738	0.00054918	0.001079918	0.000336066	0	0	0	0.001172131	0	0.000264344	0.00052459	0	0	0	0	0	0.000344262	0.000233607	0	0.000315574	0	0	0.000401639	0.000866803	0.000911885	0	0.000319672	0.000612705	0	0.000659836	0.000782787	0.000754098	0.000247951	0.000114754	0.000452869	0	0.000670082	0.000270492	0	0	0.001065574	0	0	0.000862705	0	8.20E-05	0	0	0.000760246	0.000151639
k__Bacteria;p__Sva0485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000272541	0	0	0.000270492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182377	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Synergistota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139344	0	0	0	0	0	0	0	0	0	0	0	0	0.000110656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000215164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000161885	0	0	0	0	0	0	0	9.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131148	0	5.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__TX1A-33	0.000389344	8.81E-05	0	0	0.000268443	0	0	0	0	0	0	0	0	0	0.000305328	0	0	0.000415984	0	0.000159836	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000366803	0.00029918	0	0	0	0.000151639	0	0	0	0	0	0	0.000278689	0.000188525	0	0	0	0	0	0	0	0	7.38E-05	0	0	0	0.00047541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.94E-05	0	0	0	0	0	0	0.00039959	0	0	0	0.000190574	0	0	0	0	0	0	0	0	0	0	0.000141393	0	0	0	0	0	0.00017623	0	0	0	0	0	0	0	0	0	0	0	0	0.000473361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.81E-05	0	0	0	0	0	0	0	0.000393443	0	0	0.000258197	0.000120902	0	0	0	0.000120902	0
