#OTU ID	0.0_1_Bulk	0.0_1_Rhizo	0.0_2_Bulk	0.0_2_Rhizo	0.0_3_Bulk	0.0_3_Rhizo	0.0_4_Bulk	0.0_4_Rhizo	0.0_5_Bulk	0.0_5_Rhizo	0.0_6_Bulk	0.0_6_Rhizo	0.C_1_Bulk	0.C_1_Rhizo	0.C_2_Bulk	0.C_2_Rhizo	0.C_3_Bulk	0.C_3_Rhizo	0.C_4_Bulk	0.C_4_Rhizo	0.C_5_Bulk	0.C_5_Rhizo	0.C_6_Bulk	0.C_6_Rhizo	0.CE_1_Bulk	0.CE_1_Rhizo	0.CE_2_Bulk	0.CE_2_Rhizo	0.CE_3_Bulk	0.CE_3_Rhizo	0.CE_4_Bulk	0.CE_4_Rhizo	0.CE_5_Bulk	0.CE_5_Rhizo	0.CE_6_Bulk	0.CE_6_Rhizo	0.CEN_1_Bulk	0.CEN_1_Rhizo	0.CEN_2_Bulk	0.CEN_2_Rhizo	0.CEN_3_Bulk	0.CEN_3_Rhizo	0.CEN_4_Bulk	0.CEN_4_Rhizo	0.CEN_5_Bulk	0.CEN_5_Rhizo	0.CEN_6_Bulk	0.CEN_6_Rhizo	0.CN_1_Bulk	0.CN_1_Rhizo	0.CN_2_Bulk	0.CN_2_Rhizo	0.CN_3_Bulk	0.CN_3_Rhizo	0.CN_4_Bulk	0.CN_4_Rhizo	0.CN_5_Bulk	0.CN_5_Rhizo	0.CN_6_Bulk	0.CN_6_Rhizo	0.E_1_Bulk	0.E_1_Rhizo	0.E_2_Bulk	0.E_2_Rhizo	0.E_3_Bulk	0.E_3_Rhizo	0.E_4_Bulk	0.E_4_Rhizo	0.E_5_Bulk	0.E_5_Rhizo	0.E_6_Bulk	0.E_6_Rhizo	0.EN_1_Bulk	0.EN_1_Rhizo	0.EN_2_Bulk	0.EN_2_Rhizo	0.EN_3_Bulk	0.EN_3_Rhizo	0.EN_4_Bulk	0.EN_4_Rhizo	0.EN_5_Bulk	0.EN_5_Rhizo	0.EN_6_Bulk	0.EN_6_Rhizo	0.N_1_Bulk	0.N_1_Rhizo	0.N_2_Bulk	0.N_2_Rhizo	0.N_3_Bulk	0.N_3_Rhizo	0.N_4_Bulk	0.N_4_Rhizo	0.N_5_Bulk	0.N_5_Rhizo	0.N_6_Bulk	0.N_6_Rhizo	PHE.0_1_Bulk	PHE.0_1_Rhizo	PHE.0_2_Bulk	PHE.0_2_Rhizo	PHE.0_3_Bulk	PHE.0_3_Rhizo	PHE.0_4_Bulk	PHE.0_4_Rhizo	PHE.0_5_Bulk	PHE.0_5_Rhizo	PHE.0_6_Bulk	PHE.0_6_Rhizo	PHE.C_1_Bulk	PHE.C_1_Rhizo	PHE.C_2_Bulk	PHE.C_2_Rhizo	PHE.C_3_Bulk	PHE.C_3_Rhizo	PHE.C_4_Bulk	PHE.C_4_Rhizo	PHE.C_5_Bulk	PHE.C_5_Rhizo	PHE.C_6_Bulk	PHE.C_6_Rhizo	PHE.CE_1_Bulk	PHE.CE_1_Rhizo	PHE.CE_2_Bulk	PHE.CE_2_Rhizo	PHE.CE_3_Bulk	PHE.CE_3_Rhizo	PHE.CE_4_Bulk	PHE.CE_4_Rhizo	PHE.CE_5_Bulk	PHE.CE_5_Rhizo	PHE.CE_6_Bulk	PHE.CE_6_Rhizo	PHE.CEN_1_Bulk	PHE.CEN_1_Rhizo	PHE.CEN_2_Bulk	PHE.CEN_2_Rhizo	PHE.CEN_3_Bulk	PHE.CEN_3_Rhizo	PHE.CEN_4_Bulk	PHE.CEN_4_Rhizo	PHE.CEN_5_Bulk	PHE.CEN_5_Rhizo	PHE.CEN_6_Bulk	PHE.CEN_6_Rhizo	PHE.CN_1_Bulk	PHE.CN_1_Rhizo	PHE.CN_2_Bulk	PHE.CN_2_Rhizo	PHE.CN_3_Bulk	PHE.CN_3_Rhizo	PHE.CN_4_Bulk	PHE.CN_4_Rhizo	PHE.CN_5_Bulk	PHE.CN_5_Rhizo	PHE.CN_6_Bulk	PHE.CN_6_Rhizo	PHE.E_1_Bulk	PHE.E_1_Rhizo	PHE.E_2_Bulk	PHE.E_2_Rhizo	PHE.E_3_Bulk	PHE.E_3_Rhizo	PHE.E_4_Bulk	PHE.E_4_Rhizo	PHE.E_5_Bulk	PHE.E_5_Rhizo	PHE.E_6_Bulk	PHE.E_6_Rhizo	PHE.EN_1_Bulk	PHE.EN_1_Rhizo	PHE.EN_2_Bulk	PHE.EN_2_Rhizo	PHE.EN_3_Bulk	PHE.EN_3_Rhizo	PHE.EN_4_Bulk	PHE.EN_4_Rhizo	PHE.EN_5_Bulk	PHE.EN_5_Rhizo	PHE.EN_6_Bulk	PHE.EN_6_Rhizo	PHE.N_1_Bulk	PHE.N_1_Rhizo	PHE.N_2_Bulk	PHE.N_2_Rhizo	PHE.N_3_Bulk	PHE.N_3_Rhizo	PHE.N_4_Bulk	PHE.N_4_Rhizo	PHE.N_5_Bulk	PHE.N_5_Rhizo	PHE.N_6_Bulk	PHE.N_6_Rhizo	taxonomy
11	150	4716	9	1145	174	676	0	100	0	21	0	98	354	891	0	56	45	117	0	103	0	50	20	32	341	2439	0	638	0	357	27	72	0	23	3	0	0	346	0	222	9	227	0	55	0	45	32	907	0	488	0	233	0	399	3	186	40	195	0	562	0	299	23	348	0	798	22	698	0	61	0	42	107	0	352	406	0	111	0	119	0	0	0	0	29	163	53	225	0	361	67	1103	0	37	44	959	69	1310	66	1670	14	659	0	33	0	298	6	46	0	1180	0	52	22	220	0	16	0	12	0	74	17	754	0	64	0	368	0	193	0	23	0	211	27	310	0	29	0	209	19	67	0	149	0	69	13	623	0	52	10	254	0	63	0	46	0	76	0	1040	11	475	35	424	0	324	0	181	0	214	13	286	0	48	0	259	0	34	0	75	0	16	106	752	0	341	96	730	0	183	0	153	0	20	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Graphidaceae;g__Platygramme;
12	139	3341	76	536	1917	194	149	69	94	121	615	0	32	84	418	91	194	242	41	37	355	0	93	0	37	17	76	1237	128	864	372	93	38	0	61	101	119	286	0	0	200	273	20	79	135	48	124	95	35	18	227	106	95	93	0	0	0	273	22	0	81	1160	689	69	177	81	1517	157	0	0	265	0	997	0	1238	1713	171	0	61	28	22	193	0	0	157	110	0	51	270	682	549	147	14	89	24	447	12	261	0	0	441	304	71	0	0	0	23	60	18	144	0	29	127	114	465	0	0	56	0	42	15	35	86	110	88	29	0	32	80	36	159	87	30	347	0	40	254	0	187	70	34	47	43	557	0	288	0	7	71	174	0	0	19	0	26	63	22	54	27	0	153	103	0	217	0	0	223	26	0	161	14	1145	12	125	104	246	147	0	102	700	0	1402	0	81	159	595	18	0	853	160	62	263	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;
13	46	0	59	61	360	81	557	56	23	69	158	0	42	0	118	0	0	50	26	249	650	0	197	0	0	42	38	127	54	24	409	515	87	19	425	235	42	0	27	28	34	0	21	153	40	150	826	0	17	60	22	76	0	0	17	66	0	61	78	20	54	14	1270	153	96	1146	2655	152	0	0	1226	57	1204	0	130	0	16	29	184	241	36	331	65	0	463	9	0	14	38	173	2333	743	60	27	87	817	46	113	574	0	107	56	380	66	32	0	0	23	15	346	0	60	13	48	226	52	0	0	0	42	22	0	0	0	77	0	26	319	110	18	39	36	298	140	0	0	195	85	412	83	69	103	218	36	8	72	54	35	21	50	470	35	41	134	47	104	27	140	0	0	1265	38	11	535	50	0	11	8	72	103	40	50	20	232	810	403	87	28	0	221	268	18	0	58	0	0	106	33	18	535	0	0	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium;
14	476	72	183	159	44	154	0	21	0	7	0	120	1436	80	20	77	34	84	0	18	0	121	18	111	245	1008	0	203	5	26	106	112	0	0	26	0	27	379	198	64	151	218	0	50	6	79	227	276	31	258	12	52	18	254	58	30	99	122	0	180	40	380	380	377	0	76	226	307	45	31	11	236	137	0	171	3139	0	121	152	98	10	47	0	29	843	90	85	334	38	132	103	1339	0	32	127	541	63	86	337	673	0	214	0	50	0	53	8	74	11	226	8	38	37	85	8	16	12	39	0	13	0	226	0	26	0	198	9	44	0	819	5	116	78	348	0	15	0	0	32	70	25	111	0	38	0	219	12	35	290	76	0	129	0	45	10	107	30	202	46	76	28	46	9	110	0	81	0	57	0	202	81	38	0	64	0	18	4	182	49	0	93	234	0	122	205	93	6	98	0	184	4	40	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;
15	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	22370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;
16	32	3816	99	18	224	27	44	0	0	211	25	33	58	0	32	19	0	0	9	30	35	15	37	0	0	281	0	68	10	38	39	506	0	0	69	573	0	128	29	48	10	1774	26	0	51	76	131	183	27	54	30	0	25	0	0	0	15	114	26	31	14	65	139	84	16	711	24	0	0	86	153	46	492	40	79	43	0	0	0	0	31	92	0	0	678	47	0	31	1083	27	355	176	0	16	37	298	43	55	0	65	0	71	0	0	3	0	0	0	8	0	0	0	0	58	0	0	0	96	0	0	133	0	4	0	0	46	0	0	17	0	30	58	0	62	0	0	0	16	0	0	0	0	0	163	0	12	0	18	13	41	0	0	0	0	0	48	123	38	0	0	85	32	0	30	0	0	0	23	0	69	0	0	0	7050	0	41	0	0	0	39	0	73	0	57	0	0	0	13	0	47	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;
17	93	0	36	57	1318	17	111	12	109	110	6	0	236	35	10	0	0	119	0	0	89	0	118	41	0	67	0	0	37	23	429	0	63	34	148	7	616	142	0	0	44	0	29	30	22	177	2333	265	0	18	0	5	0	108	0	0	47	304	27	0	27	47	24	0	26	858	172	0	26	20	2437	71	158	0	0	0	39	17	490	0	21	153	337	0	236	0	0	37	63	57	334	110	56	66	1070	606	19	62	0	0	17	0	31	0	0	19	0	65	0	39	0	100	54	0	372	9	22	58	0	0	0	0	19	0	124	17	0	0	55	35	492	537	0	57	0	89	140	21	16	0	122	106	55	51	0	54	31	0	0	38	28	0	35	8	112	270	0	66	0	0	74	11	0	17	21	16	17	62	5	68	0	34	0	158	13	21	47	4	0	247	0	17	0	0	133	184	0	0	17	303	0	35	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis;g__Curvibasidium;
18	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	16	0	0	0	139	0	52	0	0	10	118	0	0	0	4	0	20	0	50	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	72	0	56	706	38	0	0	0	24	46	68	0	0	19	7	0	0	0	176	0	0	0	0	0	0	0	0	16	11391	0	186	0	0	20	264	0	0	0	20	12	0	0	284	0	57	0	79	0	0	0	0	0	281	0	26	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	10	0	0	12	0	0	0	0	0	0	9	0	34	0	46	0	35	0	0	0	38	0	45	0	0	0	0	0	27	0	0	0	0	0	31	0	1155	0	0	0	0	0	0	0	11	0	2171	0	681	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setomelanomma;
19	0	0	0	351	0	0	0	19	0	0	0	66	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0	0	0	27	0	0	0	0	0	18	0	0	0	15	0	0	0	0	0	0	0	0	0	609	0	37	0	0	0	0	0	0	0	0	1064	45	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	14573	0	0	0	7	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	16	0	64	0	0	0	0	0	0	0	0	0	0	0	43	0	33	0	18	0	0	0	0	0	36	0	724	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setomelanomma;
20	0	60	0	0	0	0	0	0	0	0	38	49	0	0	0	0	26	0	4	0	0	0	5	15	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	24	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	66	2126	3052	0	0	0	0	0	7	0	0	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	32	32	135	0	0	17	0	0	0	0	0	0	57	1188	391	0	0	7	0	0	0	0	0	0	0	0	2287	0	0	0	0	0	0	0	0	78	154	1209	1856	0	0	0	836	0	0	0	0	2	0	3787	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;
21	130	215	0	0	0	24	0	0	0	0	0	73	0	314	36	198	27	0	0	0	0	86	13	50	29	354	0	0	0	0	0	0	0	0	0	0	63	967	37	307	0	21	0	45	0	0	0	573	0	885	0	55	0	143	0	162	53	106	0	407	71	384	33	84	0	58	0	352	0	0	9	0	152	0	57	92	0	122	0	84	12	125	0	63	204	122	96	264	34	50	128	381	0	35	23	2039	12	68	48	1628	0	0	0	66	0	56	0	0	0	0	0	0	0	0	0	36	0	80	0	2	11	0	0	0	0	0	0	0	0	0	0	324	25	512	0	104	0	145	0	264	0	69	0	11	89	297	0	71	0	23	0	130	0	0	0	31	232	0	0	30	31	26	0	0	0	156	10	31	16	326	46	168	0	75	0	38	12	125	0	59	0	876	40	663	98	457	0	72	0	96	0	61	k__Fungi;
22	265	84	70	112	51	33	18	0	0	23	0	29	51	56	9	48	0	47	0	15	3	67	38	46	160	168	24	79	0	42	78	0	0	17	0	0	38	130	29	73	105	94	13	64	6	44	0	147	29	263	21	19	13	142	15	34	0	0	9	69	49	66	48	49	5	0	118	57	0	0	11	73	253	0	190	102	0	45	0	63	19	0	5	21	131	48	93	250	13	86	35	178	0	0	167	246	127	106	220	145	29	91	0	17	0	8	23	16	33	66	16	23	93	21	7	9	0	11	0	22	20	112	0	0	0	35	5	121	0	0	13	0	76	401	3	29	0	48	59	67	19	0	0	16	29	51	0	20	9	48	0	38	0	15	0	39	17	82	72	49	47	75	0	19	0	25	0	29	22	100	46	77	0	59	0	25	0	41	0	12	159	141	18	6003	1653	110	0	78	0	56	0	4	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__CochlearomycesGE;g__Cochlearomyces;
23	0	0	1827	146	266	0	0	0	0	0	0	0	1831	27	0	0	0	0	0	0	0	213	0	0	1158	501	0	0	0	0	0	0	0	0	0	0	65	190	0	0	0	0	0	68	0	0	0	101	250	521	0	0	0	0	0	0	0	0	0	40	95	0	0	0	0	224	0	0	0	0	0	0	0	0	0	396	0	0	0	235	95	0	0	0	0	0	0	160	0	0	243	92	0	121	0	89	0	0	912	1294	0	0	0	0	0	328	106	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	619	0	0	0	0	0	278	0	0	0	365	0	0	84	0	0	231	0	0	0	81	0	0	0	1728	0	195	201	426	0	0	0	243	0	0	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Graphidaceae;g__Platygramme;
24	223	227	0	0	0	0	0	0	0	0	0	0	49	320	0	0	0	0	0	0	0	0	0	0	3941	1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	3662	0	3	0	0	0	0	0	0	0	0	13	101	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	214	50	0	0	0	0	0	0	0	0	0	0	28	308	0	0	0	0	0	0	0	0	0	0	415	1891	0	0	0	0	0	0	0	0	0	0	33	359	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;
25	0	0	6	403	0	0	4	20	0	45	0	103	0	0	0	24	0	0	0	355	0	67	0	76	10	0	0	2210	0	0	2	0	0	20	15	0	0	38	0	179	0	0	5	9	0	26	0	271	0	21	0	465	0	0	6	101	0	16	0	188	6	0	147	503	0	252	18	556	0	0	5	407	130	0	244	24	0	0	16	22	0	21	0	0	8	0	0	483	0	31	67	557	0	12	66	507	3	0	0	2411	0	0	0	23	0	59	11	42	0	0	21	55	0	0	13	0	0	0	6	47	0	0	4	88	0	0	0	14	0	0	0	348	0	67	0	0	0	0	14	202	0	18	0	0	4	0	0	25	0	23	0	37	0	29	0	77	0	0	14	655	0	0	6	37	0	45	0	40	0	0	8	20	0	0	0	17	0	15	0	15	0	25	0	156	0	0	0	57	0	136	0	21	k__Fungi;
26	174	0	0	193	6	74	0	0	0	12	0	191	28	104	0	46	11	38	0	0	0	72	0	167	45	64	0	149	0	136	0	72	0	19	17	10	28	501	11	137	0	44	0	24	0	22	124	743	62	878	0	17	0	197	0	103	81	44	3	104	41	67	0	99	0	363	17	87	14	6	8	55	0	0	1021	252	0	51	0	226	0	10	0	29	84	99	0	75	0	327	35	885	0	30	22	500	24	217	0	28	0	27	0	12	0	4	19	37	3	404	19	0	0	6	6	2	0	10	0	55	13	23	0	0	0	92	0	101	0	4	21	84	70	467	0	0	0	43	93	62	11	117	0	28	10	35	0	12	0	30	0	70	0	62	13	31	13	16	0	71	0	0	0	0	0	18	0	38	27	188	30	80	0	0	0	14	0	61	0	9	47	189	0	14	110	109	0	152	0	29	0	11	k__Fungi;p__Ascomycota;
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5879	1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Blastocladiomycota;c__Blastocladiomycetes;o__Blastocladiales;f__Catenariaceae;g__Catenaria;
28	0	0	218	1750	0	49	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9	165	0	0	0	0	0	0	15	738	0	0	1613	2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	615	321	0	0	0	0	0	0	0	0	0	0	0	4	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	1011	0	0	0	0	0	0	5	0	0	90	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	8	0	0	0	73	0	0	0	0	0	0	0	40	0	0	158	1654	0	0	0	0	0	0	0	0	20	0	0	0	0	19	0	0	0	0	9	0	206	162	122	24	0	0	0	0	0	0	k__Fungi;p__Ascomycota;
29	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	10520	0	0	0	198	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Graphidaceae;g__Platygramme;
30	99	0	0	0	0	0	0	0	0	0	0	0	187	147	0	54	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	107	0	7	82	588	21	397	49	830	11	63	9	189	0	238	104	146	0	0	0	342	13	133	23	257	11	93	33	197	0	13	0	0	0	0	0	0	11	29	65	0	1022	471	17	97	0	157	94	127	5	32	108	48	38	187	0	379	136	257	12	47	49	684	0	0	513	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	29	0	4	0	0	0	0	0	0	0	0	0	24	0	0	0	195	0	21	0	52	23	304	15	198	0	10	0	0	0	52	0	0	0	0	0	0	18	97	35	10	0	0	10	49	0	0	0	0	0	0	26	50	17	63	2	30	0	31	6	14	0	21	0	130	10	207	131	75	0	123	0	7	0	4	k__Fungi;
31	769	0	54	94	383	0	10	0	0	5	0	0	36	68	49	0	2	0	0	0	11	10	0	0	40	110	38	103	9	80	0	6	0	0	0	0	27	533	70	0	0	0	3	17	0	18	65	0	46	91	0	9	0	0	0	0	14	15	0	0	22	0	153	0	12	993	0	0	0	0	9	15	5246	0	416	41	0	0	0	0	16	26	0	0	19	0	0	0	0	10	56	24	0	381	25	0	0	24	31	0	0	0	0	0	0	0	0	0	0	11	0	86	0	7	0	0	0	0	0	0	0	0	0	37	0	0	0	0	23	7	30	45	0	0	4	0	2	0	13	0	3	12	0	0	0	0	0	0	0	10	0	0	0	4	0	8	0	15	0	0	15	25	0	23	0	0	0	0	0	88	0	21	0	0	14	54	0	0	0	47	31	129	0	39	0	0	0	0	0	79	0	5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Idriella;
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	38	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9570	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	21	0	0	0	0	0	0	0	0	0	628	0	0	16	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	46	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;
33	0	90	0	276	0	169	0	119	0	27	0	98	0	26	0	25	0	83	0	102	0	143	0	0	21	215	0	81	0	47	0	240	0	0	0	0	0	214	0	171	0	140	0	55	0	78	0	0	0	137	0	0	0	0	0	55	19	227	0	0	0	0	0	131	0	197	0	101	0	144	0	0	0	109	0	92	0	57	0	0	64	20	0	0	29	0	0	66	0	0	0	281	0	51	0	106	0	209	0	193	6	122	0	0	0	21	0	12	0	129	0	0	0	0	0	0	0	0	0	29	0	48	0	40	0	0	0	0	0	0	0	200	0	134	0	0	0	36	0	79	0	58	0	0	0	39	0	27	0	0	0	44	0	39	0	24	0	60	0	20	0	0	0	0	0	0	0	29	19	54	230	4091	0	111	0	0	0	24	0	0	0	89	0	149	0	103	0	0	0	108	0	25	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;
34	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	17	78	0	184	0	0	0	0	0	0	0	0	0	0	0	184	351	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	592	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	491	0	0	7933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;
35	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	26	0	0	0	168	0	0	0	0	0	17	0	0	352	775	0	65	0	0	10	131	0	44	0	0	81	680	0	81	0	0	46	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018	0	0	98	0	0	0	191	0	89	0	4	40	0	0	171	0	85	147	0	14	38	0	89	0	0	0	0	0	0	0	0	0	0	16	35	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	47	1457	0	39	0	0	348	155	0	0	0	0	39	0	19	0	4	0	13	449	0	42	0	0	101	0	0	0	38	0	0	0	0	63	0	0	71	168	114	105	0	61	17	142	13	227	0	32	0	778	5	161	19	0	0	515	0	245	0	0	k__Fungi;p__Ascomycota;
36	0	59	0	0	143	0	0	0	0	44	42	219	101	196	0	54	82	257	0	0	0	0	9	0	216	124	0	64	0	106	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	124	0	0	0	0	8	0	0	0	26	0	0	0	0	99	78	0	0	0	0	0	0	0	0	0	0	0	0	1011	0	0	0	0	0	0	0	0	0	0	0	49	44	0	69	0	59	0	0	18	127	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	43	92	230	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3268	0	0	35	0	0	0	0	28	0	38	0	0	10	73	0	0	0	0	0	14	0	850	0	99	0	27	0	0	0	0	0	0	18	0	0	65	0	110	0	0	0	0	0	0	1752	0	0	0	0	0	0	0	31	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;
